Freq.	1/I(Vin)
1.27332733273313e+05	-1.21959059124479e-02,3.08891287118867e-01
1.27342734273413e+05	-1.21778180917473e-02,2.93551672791176e-01
1.27352735273513e+05	-1.21598327696861e-02,2.78235931552976e-01
1.27362736273613e+05	-1.21419494312481e-02,2.62943932853981e-01
1.27372737273713e+05	-1.21241675651965e-02,2.47675546799432e-01
1.27382738273813e+05	-1.21064866640425e-02,2.32430644145313e-01
1.27392739273913e+05	-1.20889062240151e-02,2.17209096293685e-01
1.27402740274013e+05	-1.20714257450303e-02,2.02010775287963e-01
1.27412741274113e+05	-1.20540447306615e-02,1.86835553808220e-01
1.27422742274213e+05	-1.20367626881088e-02,1.71683305166527e-01
1.27432743274313e+05	-1.20195791281708e-02,1.56553903302560e-01
1.27442744274413e+05	-1.20024935652140e-02,1.41447222778733e-01
1.27452745274513e+05	-1.19855055171447e-02,1.26363138775820e-01
1.27462746274613e+05	-1.19686145053802e-02,1.11301527088582e-01
1.27472747274713e+05	-1.19518200548204e-02,9.62622641212382e-02
1.27482748274813e+05	-1.19351216938194e-02,8.12452268829729e-02
1.27492749274913e+05	-1.19185189541582e-02,6.62502929836064e-02
1.27502750275013e+05	-1.19020113710166e-02,5.12773406294303e-02
1.27512751275113e+05	-1.18855984829464e-02,3.63262486186219e-02
1.27522752275213e+05	-1.18692798318440e-02,2.13968963371297e-02
1.27532753275313e+05	-1.18530549629238e-02,6.48916375451201e-03
1.27542754275413e+05	-1.18369234246917e-02,-8.39706858051172e-03
1.27552755275513e+05	-1.18208847689186e-02,-2.32619195440236e-02
1.27562756275613e+05	-1.18049385506148e-02,-3.81055074410176e-02
1.27572757275713e+05	-1.17890843280041e-02,-5.29279500096079e-02
1.27582758275813e+05	-1.17733216624981e-02,-6.77293644251383e-02
1.27592759275913e+05	-1.17576501186711e-02,-8.25098673041378e-02
1.27602760276013e+05	-1.17420692642351e-02,-9.72695747083075e-02
1.27612761276113e+05	-1.17265786700151e-02,-1.12008602148535e-01
1.27622762276213e+05	-1.17111779099242e-02,-1.26727064588810e-01
1.27632763276313e+05	-1.16958665609398e-02,-1.41425076450197e-01
1.27642764276413e+05	-1.16806442030791e-02,-1.56102751614698e-01
1.27652765276513e+05	-1.16655104193755e-02,-1.70760203429036e-01
1.27662766276613e+05	-1.16504647958550e-02,-1.85397544708440e-01
1.27672767276713e+05	-1.16355069215123e-02,-2.00014887740774e-01
1.27682768276813e+05	-1.16206363882888e-02,-2.14612344289707e-01
1.27692769276913e+05	-1.16058527910480e-02,-2.29190025599070e-01
1.27702770277013e+05	-1.15911557275544e-02,-2.43748042396030e-01
1.27712771277113e+05	-1.15765447984498e-02,-2.58286504895157e-01
1.27722772277213e+05	-1.15620196072317e-02,-2.72805522801822e-01
1.27732773277313e+05	-1.15475797602306e-02,-2.87305205316017e-01
1.27742774277413e+05	-1.15332248665887e-02,-3.01785661135692e-01
1.27752775277513e+05	-1.15189545382381e-02,-3.16246998460563e-01
1.27762776277613e+05	-1.15047683898789e-02,-3.30689324995436e-01
1.27772777277713e+05	-1.14906660389582e-02,-3.45112747953948e-01
1.27782778277813e+05	-1.14766471056494e-02,-3.59517374061789e-01
1.27792779277913e+05	-1.14627112128305e-02,-3.73903309560409e-01
1.27802780278013e+05	-1.14488579860644e-02,-3.88270660210135e-01
1.27812781278113e+05	-1.14350870535773e-02,-4.02619531293991e-01
1.27822782278213e+05	-1.14213980462395e-02,-4.16950027620693e-01
1.27832783278313e+05	-1.14077905975445e-02,-4.31262253528080e-01
1.27842784278413e+05	-1.13942643435895e-02,-4.45556312886658e-01
1.27852785278513e+05	-1.13808189230555e-02,-4.59832309102715e-01
1.27862786278613e+05	-1.13674539771877e-02,-4.74090345121489e-01
1.27872787278713e+05	-1.13541691497765e-02,-4.88330523430658e-01
1.27882788278813e+05	-1.13409640871376e-02,-5.02552946063472e-01
1.27892789278913e+05	-1.13278384380937e-02,-5.16757714601889e-01
1.27902790279013e+05	-1.13147918539554e-02,-5.30944930179775e-01
1.27912791279113e+05	-1.13018239885023e-02,-5.45114693486167e-01
1.27922792279213e+05	-1.12889344979650e-02,-5.59267104768244e-01
1.27932793279313e+05	-1.12761230410064e-02,-5.73402263834510e-01
1.27942794279413e+05	-1.12633892787036e-02,-5.87520270057913e-01
1.27952795279513e+05	-1.12507328745301e-02,-6.01621222378823e-01
1.27962796279613e+05	-1.12381534943379e-02,-6.15705219308071e-01
1.27972797279713e+05	-1.12256508063397e-02,-6.29772358930115e-01
1.27982798279813e+05	-1.12132244810914e-02,-6.43822738905858e-01
1.27992799279913e+05	-1.12008741914754e-02,-6.57856456475630e-01
1.28002800280013e+05	-1.11885996126826e-02,-6.71873608462163e-01
1.28012801280113e+05	-1.11764004221957e-02,-6.85874291273654e-01
1.28022802280213e+05	-1.11642762997725e-02,-6.99858600906479e-01
1.28032803280313e+05	-1.11522269274291e-02,-7.13826632948120e-01
1.28042804280413e+05	-1.11402519894231e-02,-7.27778482580134e-01
1.28052805280513e+05	-1.11283511722377e-02,-7.41714244580789e-01
1.28062806280613e+05	-1.11165241645651e-02,-7.55634013328110e-01
1.28072807280713e+05	-1.11047706572903e-02,-7.69537882802622e-01
1.28082808280813e+05	-1.10930903434757e-02,-7.83425946589956e-01
1.28092809280913e+05	-1.10814829183445e-02,-7.97298297883781e-01
1.28102810281013e+05	-1.10699480792657e-02,-8.11155029488599e-01
1.28112811281113e+05	-1.10584855257384e-02,-8.24996233822175e-01
1.28122812281213e+05	-1.10470949593762e-02,-8.38822002918610e-01
1.28132813281313e+05	-1.10357760838920e-02,-8.52632428430721e-01
1.28142814281413e+05	-1.10245286050834e-02,-8.66427601632853e-01
1.28152815281513e+05	-1.10133522308170e-02,-8.80207613423565e-01
1.28162816281613e+05	-1.10022466710139e-02,-8.93972554328062e-01
1.28172817281713e+05	-1.09912116376353e-02,-9.07722514500923e-01
1.28182818281813e+05	-1.09802468446674e-02,-9.21457583728738e-01
1.28192819281913e+05	-1.09693520081072e-02,-9.35177851432532e-01
1.28202820282013e+05	-1.09585268459484e-02,-9.48883406670486e-01
1.28212821282113e+05	-1.09477710781669e-02,-9.62574338140326e-01
1.28222822282213e+05	-1.09370844267069e-02,-9.76250734181895e-01
1.28232823282313e+05	-1.09264666154669e-02,-9.89912682779553e-01
1.28242824282413e+05	-1.09159173702861e-02,-1.00356027156495e+00
1.28252825282513e+05	-1.09054364189306e-02,-1.01719358781899e+00
1.28262826282613e+05	-1.08950234910797e-02,-1.03081271847483e+00
1.28272827282713e+05	-1.08846783183126e-02,-1.04441775011985e+00
1.28282828282813e+05	-1.08744006340954e-02,-1.05800876899834e+00
1.28292829282913e+05	-1.08641901737672e-02,-1.07158586101378e+00
1.28302830283013e+05	-1.08540466745278e-02,-1.08514911173118e+00
1.28312831283113e+05	-1.08439698754242e-02,-1.09869860637958e+00
1.28322832283213e+05	-1.08339595173380e-02,-1.11223442985421e+00
1.28332833283313e+05	-1.08240153429726e-02,-1.12575666671889e+00
1.28342834283413e+05	-1.08141370968407e-02,-1.13926540120854e+00
1.28352835283513e+05	-1.08043245252516e-02,-1.15276071723115e+00
1.28362836283613e+05	-1.07945773762990e-02,-1.16624269837011e+00
1.28372837283713e+05	-1.07848953998486e-02,-1.17971142788676e+00
1.28382838283813e+05	-1.07752783475261e-02,-1.19316698872230e+00
1.28392839283913e+05	-1.07657259727047e-02,-1.20660946350023e+00
1.28402840284013e+05	-1.07562380304938e-02,-1.22003893452844e+00
1.28412841284113e+05	-1.07468142777267e-02,-1.23345548380155e+00
1.28422842284213e+05	-1.07374544729489e-02,-1.24685919300286e+00
1.28432843284313e+05	-1.07281583764067e-02,-1.26025014350678e+00
1.28442844284413e+05	-1.07189257500352e-02,-1.27362841638090e+00
1.28452845284513e+05	-1.07097563574474e-02,-1.28699409238806e+00
1.28462846284613e+05	-1.07006499639227e-02,-1.30034725198845e+00
1.28472847284713e+05	-1.06916063363951e-02,-1.31368797534203e+00
1.28482848284813e+05	-1.06826252434433e-02,-1.32701634231010e+00
1.28492849284913e+05	-1.06737064552782e-02,-1.34033243245790e+00
1.28502850285013e+05	-1.06648497437331e-02,-1.35363632505637e+00
1.28512851285113e+05	-1.06560548822524e-02,-1.36692809908431e+00
1.28522852285213e+05	-1.06473216458807e-02,-1.38020783323039e+00
1.28532853285313e+05	-1.06386498112524e-02,-1.39347560589532e+00
1.28542854285413e+05	-1.06300391565812e-02,-1.40673149519351e+00
1.28552855285513e+05	-1.06214894616494e-02,-1.41997557895556e+00
1.28562856285613e+05	-1.06130005077977e-02,-1.43320793472977e+00
1.28572857285713e+05	-1.06045720779148e-02,-1.44642863978454e+00
1.28582858285813e+05	-1.05962039564270e-02,-1.45963777111002e+00
1.28592859285913e+05	-1.05878959292889e-02,-1.47283540542023e+00
1.28602860286013e+05	-1.05796477839723e-02,-1.48602161915484e+00
1.28612861286113e+05	-1.05714593094571e-02,-1.49919648848129e+00
1.28622862286213e+05	-1.05633302962211e-02,-1.51236008929659e+00
1.28632863286313e+05	-1.05552605362303e-02,-1.52551249722926e+00
1.28642864286413e+05	-1.05472498229291e-02,-1.53865378764112e+00
1.28652865286513e+05	-1.05392979512310e-02,-1.55178403562932e+00
1.28662866286613e+05	-1.05314047175089e-02,-1.56490331602800e+00
1.28672867286713e+05	-1.05235699195858e-02,-1.57801170341042e+00
1.28682868286813e+05	-1.05157933567251e-02,-1.59110927209057e+00
1.28692869286913e+05	-1.05080748296221e-02,-1.60419609612497e+00
1.28702870287013e+05	-1.05004141403939e-02,-1.61727224931474e+00
1.28712871287113e+05	-1.04928110925709e-02,-1.63033780520718e+00
1.28722872287213e+05	-1.04852654910879e-02,-1.64339283709764e+00
1.28732873287313e+05	-1.04777771422745e-02,-1.65643741803113e+00
1.28742874287413e+05	-1.04703458538469e-02,-1.66947162080448e+00
1.28752875287513e+05	-1.04629714348988e-02,-1.68249551796782e+00
1.28762876287613e+05	-1.04556536958927e-02,-1.69550918182618e+00
1.28772877287713e+05	-1.04483924486514e-02,-1.70851268444168e+00
1.28782878287813e+05	-1.04411875063493e-02,-1.72150609763484e+00
1.28792879287913e+05	-1.04340386835040e-02,-1.73448949298637e+00
1.28802880288013e+05	-1.04269457959679e-02,-1.74746294183911e+00
1.28812881288113e+05	-1.04199086609199e-02,-1.76042651529950e+00
1.28822882288213e+05	-1.04129270968569e-02,-1.77338028423929e+00
1.28832883288313e+05	-1.04060009235859e-02,-1.78632431929730e+00
1.28842884288413e+05	-1.03991299622157e-02,-1.79925869088101e+00
1.28852885288513e+05	-1.03923140351491e-02,-1.81218346916814e+00
1.28862886288613e+05	-1.03855529660746e-02,-1.82509872410846e+00
1.28872887288713e+05	-1.03788465799584e-02,-1.83800452542535e+00
1.28882888288813e+05	-1.03721947030372e-02,-1.85090094261739e+00
1.28892889288913e+05	-1.03655971628097e-02,-1.86378804495990e+00
1.28902890289013e+05	-1.03590537880294e-02,-1.87666590150678e+00
1.28912891289113e+05	-1.03525644086965e-02,-1.88953458109183e+00
1.28922892289213e+05	-1.03461288560509e-02,-1.90239415233046e+00
1.28932893289313e+05	-1.03397469625641e-02,-1.91524468362132e+00
1.28942894289413e+05	-1.03334185619322e-02,-1.92808624314772e+00
1.28952895289513e+05	-1.03271434890683e-02,-1.94091889887928e+00
1.28962896289613e+05	-1.03209215800951e-02,-1.95374271857349e+00
1.28972897289713e+05	-1.03147526723381e-02,-1.96655776977710e+00
1.28982898289813e+05	-1.03086366043178e-02,-1.97936411982789e+00
1.28992899289913e+05	-1.03025732157430e-02,-1.99216183585586e+00
1.29002900290013e+05	-1.02965623475035e-02,-2.00495098478507e+00
1.29012901290113e+05	-1.02906038416632e-02,-2.01773163333501e+00
1.29022902290213e+05	-1.02846975414533e-02,-2.03050384802190e+00
1.29032903290313e+05	-1.02788432912652e-02,-2.04326769516043e+00
1.29042904290413e+05	-1.02730409366436e-02,-2.05602324086512e+00
1.29052905290513e+05	-1.02672903242801e-02,-2.06877055105186e+00
1.29062906290613e+05	-1.02615913020060e-02,-2.08150969143922e+00
1.29072907290713e+05	-1.02559437187861e-02,-2.09424072755001e+00
1.29082908290813e+05	-1.02503474247120e-02,-2.10696372471269e+00
1.29092909290913e+05	-1.02448022709953e-02,-2.11967874806279e+00
1.29102910291013e+05	-1.02393081099614e-02,-2.13238586254433e+00
1.29112911291113e+05	-1.02338647950430e-02,-2.14508513291116e+00
1.29122912291213e+05	-1.02284721807738e-02,-2.15777662372859e+00
1.29132913291313e+05	-1.02231301227818e-02,-2.17046039937454e+00
1.29142914291413e+05	-1.02178384777838e-02,-2.18313652404103e+00
1.29152915291513e+05	-1.02125971035785e-02,-2.19580506173555e+00
1.29162916291613e+05	-1.02074058590406e-02,-2.20846607628245e+00
1.29172917291713e+05	-1.02022646041148e-02,-2.22111963132429e+00
1.29182918291813e+05	-1.01971731998097e-02,-2.23376579032315e+00
1.29192919291913e+05	-1.01921315081915e-02,-2.24640461656210e+00
1.29202920292013e+05	-1.01871393923787e-02,-2.25903617314643e+00
1.29212921292113e+05	-1.01821967165357e-02,-2.27166052300501e+00
1.29222922292213e+05	-1.01773033458671e-02,-2.28427772889160e+00
1.29232923292313e+05	-1.01724591466119e-02,-2.29688785338617e+00
1.29242924292413e+05	-1.01676639860380e-02,-2.30949095889637e+00
1.29252925292513e+05	-1.01629177324360e-02,-2.32208710765861e+00
1.29262926292613e+05	-1.01582202551141e-02,-2.33467636173940e+00
1.29272927292713e+05	-1.01535714243923e-02,-2.34725878303678e+00
1.29282928292813e+05	-1.01489711115967e-02,-2.35983443328142e+00
1.29292929292913e+05	-1.01444191890543e-02,-2.37240337403800e+00
1.29302930293013e+05	-1.01399155300873e-02,-2.38496566670657e+00
1.29312931293113e+05	-1.01354600090080e-02,-2.39752137252353e+00
1.29322932293213e+05	-1.01310525011132e-02,-2.41007055256320e+00
1.29332933293314e+05	-1.01266928826788e-02,-2.42261326773886e+00
1.29342934293414e+05	-1.01223810309550e-02,-2.43514957880403e+00
1.29352935293514e+05	-1.01181168241608e-02,-2.44767954635386e+00
1.29362936293614e+05	-1.01139001414785e-02,-2.46020323082604e+00
1.29372937293714e+05	-1.01097308630494e-02,-2.47272069250239e+00
1.29382938293814e+05	-1.01056088699680e-02,-2.48523199150977e+00
1.29392939293914e+05	-1.01015340442773e-02,-2.49773718782151e+00
1.29402940294014e+05	-1.00975062689638e-02,-2.51023634125843e+00
1.29412941294114e+05	-1.00935254279522e-02,-2.52272951149019e+00
1.29422942294214e+05	-1.00895914061013e-02,-2.53521675803640e+00
1.29432943294314e+05	-1.00857040891983e-02,-2.54769814026777e+00
1.29442944294414e+05	-1.00818633639545e-02,-2.56017371740741e+00
1.29452945294514e+05	-1.00780691180004e-02,-2.57264354853185e+00
1.29462946294614e+05	-1.00743212398807e-02,-2.58510769257229e+00
1.29472947294714e+05	-1.00706196190502e-02,-2.59756620831582e+00
1.29482948294814e+05	-1.00669641458686e-02,-2.61001915440641e+00
1.29492949294914e+05	-1.00633547115962e-02,-2.62246658934621e+00
1.29502950295014e+05	-1.00597912083892e-02,-2.63490857149660e+00
1.29512951295114e+05	-1.00562735292953e-02,-2.64734515907932e+00
1.29522952295214e+05	-1.00528015682491e-02,-2.65977641017774e+00
1.29532953295314e+05	-1.00493752200676e-02,-2.67220238273774e+00
1.29542954295414e+05	-1.00459943804462e-02,-2.68462313456914e+00
1.29552955295514e+05	-1.00426589459537e-02,-2.69703872334639e+00
1.29562956295614e+05	-1.00393688140286e-02,-2.70944920661018e+00
1.29572957295714e+05	-1.00361238829743e-02,-2.72185464176819e+00
1.29582958295814e+05	-1.00329240519553e-02,-2.73425508609624e+00
1.29592959295914e+05	-1.00297692209925e-02,-2.74665059673944e+00
1.29602960296014e+05	-1.00266592909596e-02,-2.75904123071326e+00
1.29612961296114e+05	-1.00235941635784e-02,-2.77142704490472e+00
1.29622962296214e+05	-1.00205737414151e-02,-2.78380809607317e+00
1.29632963296314e+05	-1.00175979278761e-02,-2.79618444085171e+00
1.29642964296414e+05	-1.00146666272040e-02,-2.80855613574803e+00
1.29652965296514e+05	-1.00117797444735e-02,-2.82092323714543e+00
1.29662966296614e+05	-1.00089371855876e-02,-2.83328580130413e+00
1.29672967296714e+05	-1.00061388572737e-02,-2.84564388436209e+00
1.29682968296814e+05	-1.00033846670796e-02,-2.85799754233609e+00
1.29692969296914e+05	-1.00006745233695e-02,-2.87034683112286e+00
1.29702970297014e+05	-9.99800833532068e-03,-2.88269180650011e+00
1.29712971297114e+05	-9.99538601291925e-03,-2.89503252412738e+00
1.29722972297214e+05	-9.99280746695670e-03,-2.90736903954727e+00
1.29732973297314e+05	-9.99027260902599e-03,-2.91970140818639e+00
1.29742974297414e+05	-9.98778135151801e-03,-2.93202968535633e+00
1.29752975297514e+05	-9.98533360761790e-03,-2.94435392625478e+00
1.29762976297614e+05	-9.98292929130146e-03,-2.95667418596640e+00
1.29772977297714e+05	-9.98056831733155e-03,-2.96899051946393e+00
1.29782978297814e+05	-9.97825060125453e-03,-2.98130298160913e+00
1.29792979297914e+05	-9.97597605939683e-03,-2.99361162715373e+00
1.29802980298014e+05	-9.97374460886139e-03,-3.00591651074058e+00
1.29812981298114e+05	-9.97155616752428e-03,-3.01821768690447e+00
1.29822982298214e+05	-9.96941065403127e-03,-3.03051521007317e+00
1.29832983298314e+05	-9.96730798779443e-03,-3.04280913456844e+00
1.29842984298414e+05	-9.96524808898880e-03,-3.05509951460689e+00
1.29852985298514e+05	-9.96323087854910e-03,-3.06738640430104e+00
1.29862986298614e+05	-9.96125627816638e-03,-3.07966985766035e+00
1.29872987298714e+05	-9.95932421028483e-03,-3.09194992859202e+00
1.29882988298814e+05	-9.95743459809855e-03,-3.10422667090191e+00
1.29892989298914e+05	-9.95558736554829e-03,-3.11650013829586e+00
1.29902990299014e+05	-9.95378243731840e-03,-3.12877038438003e+00
1.29912991299114e+05	-9.95201973883359e-03,-3.14103746266246e+00
1.29922992299214e+05	-9.95029919625589e-03,-3.15330142655360e+00
1.29932993299314e+05	-9.94862073648156e-03,-3.16556232936733e+00
1.29942994299414e+05	-9.94698428713804e-03,-3.17782022432208e+00
1.29952995299514e+05	-9.94538977658096e-03,-3.19007516454148e+00
1.29962996299614e+05	-9.94383713389114e-03,-3.20232720305537e+00
1.29972997299714e+05	-9.94232628887161e-03,-3.21457639280091e+00
1.29982998299814e+05	-9.94085717204473e-03,-3.22682278662317e+00
1.29992999299914e+05	-9.93942971464924e-03,-3.23906643727630e+00
1.30003000300014e+05	-9.93804384863746e-03,-3.25130739742440e+00
1.30013001300114e+05	-9.93669950667236e-03,-3.26354571964228e+00
1.30023002300214e+05	-9.93539662212481e-03,-3.27578145641641e+00
1.30033003300314e+05	-9.93413512907077e-03,-3.28801466014596e+00
1.30043004300414e+05	-9.93291496228852e-03,-3.30024538314357e+00
1.30053005300514e+05	-9.93173605725597e-03,-3.31247367763621e+00
1.30063006300614e+05	-9.93059835014790e-03,-3.32469959576608e+00
1.30073007300714e+05	-9.92950177783331e-03,-3.33692318959166e+00
1.30083008300814e+05	-9.92844627787279e-03,-3.34914451108827e+00
1.30093009300914e+05	-9.92743178851585e-03,-3.36136361214928e+00
1.30103010301014e+05	-9.92645824869835e-03,-3.37358054458674e+00
1.30113011301114e+05	-9.92552559803993e-03,-3.38579536013241e+00
1.30123012301214e+05	-9.92463377684146e-03,-3.39800811043843e+00
1.30133013301314e+05	-9.92378272608248e-03,-3.41021884707846e+00
1.30143014301414e+05	-9.92297238741884e-03,-3.42242762154825e+00
1.30153015301514e+05	-9.92220270318002e-03,-3.43463448526666e+00
1.30163016301614e+05	-9.92147361636690e-03,-3.44683948957656e+00
1.30173017301714e+05	-9.92078507064920e-03,-3.45904268574548e+00
1.30183018301814e+05	-9.92013701036311e-03,-3.47124412496663e+00
1.30193019301914e+05	-9.91952938050904e-03,-3.48344385835978e+00
1.30203020302014e+05	-9.91896212674910e-03,-3.49564193697183e+00
1.30213021302114e+05	-9.91843519540491e-03,-3.50783841177794e+00
1.30223022302214e+05	-9.91794853345528e-03,-3.52003333368220e+00
1.30233023302314e+05	-9.91750208853388e-03,-3.53222675351855e+00
1.30243024302414e+05	-9.91709580892710e-03,-3.54441872205158e+00
1.30253025302514e+05	-9.91672964357173e-03,-3.55660928997728e+00
1.30263026302614e+05	-9.91640354205284e-03,-3.56879850792402e+00
1.30273027302714e+05	-9.91611745460157e-03,-3.58098642645313e+00
1.30283028302814e+05	-9.91587133209300e-03,-3.59317309605997e+00
1.30293029302914e+05	-9.91566512604399e-03,-3.60535856717467e+00
1.30303030303014e+05	-9.91549878861112e-03,-3.61754289016285e+00
1.30313031303114e+05	-9.91537227258859e-03,-3.62972611532646e+00
1.30323032303214e+05	-9.91528553140616e-03,-3.64190829290470e+00
1.30333033303314e+05	-9.91523851912718e-03,-3.65408947307457e+00
1.30343034303414e+05	-9.91523119044646e-03,-3.66626970595208e+00
1.30353035303514e+05	-9.91526350068840e-03,-3.67844904159262e+00
1.30363036303614e+05	-9.91533540580496e-03,-3.69062752999200e+00
1.30373037303714e+05	-9.91544686237377e-03,-3.70280522108723e+00
1.30383038303814e+05	-9.91559782759614e-03,-3.71498216475722e+00
1.30393039303914e+05	-9.91578825929522e-03,-3.72715841082355e+00
1.30403040304014e+05	-9.91601811591412e-03,-3.73933400905143e+00
1.30413041304114e+05	-9.91628735651406e-03,-3.75150900915032e+00
1.30423042304214e+05	-9.91659594077251e-03,-3.76368346077481e+00
1.30433043304314e+05	-9.91694382898141e-03,-3.77585741352529e+00
1.30443044304414e+05	-9.91733098204535e-03,-3.78803091694884e+00
1.30453045304514e+05	-9.91775736147986e-03,-3.80020402053989e+00
1.30463046304614e+05	-9.91822292940961e-03,-3.81237677374109e+00
1.30473047304714e+05	-9.91872764856673e-03,-3.82454922594410e+00
1.30483048304814e+05	-9.91927148228911e-03,-3.83672142649024e+00
1.30493049304914e+05	-9.91985439451865e-03,-3.84889342467132e+00
1.30503050305014e+05	-9.92047634979971e-03,-3.86106526973047e+00
1.30513051305114e+05	-9.92113731327736e-03,-3.87323701086269e+00
1.30523052305214e+05	-9.92183725069586e-03,-3.88540869721586e+00
1.30533053305314e+05	-9.92257612839700e-03,-3.89758037789141e+00
1.30543054305414e+05	-9.92335391331855e-03,-3.90975210194495e+00
1.30553055305514e+05	-9.92417057299270e-03,-3.92192391838722e+00
1.30563056305614e+05	-9.92502607554453e-03,-3.93409587618470e+00
1.30573057305714e+05	-9.92592038969047e-03,-3.94626802426040e+00
1.30583058305814e+05	-9.92685348473687e-03,-3.95844041149463e+00
1.30593059305914e+05	-9.92782533057840e-03,-3.97061308672569e+00
1.30603060306014e+05	-9.92883589769675e-03,-3.98278609875069e+00
1.30613061306114e+05	-9.92988515715909e-03,-3.99495949632621e+00
1.30623062306214e+05	-9.93097308061669e-03,-4.00713332816915e+00
1.30633063306314e+05	-9.93209964030351e-03,-4.01930764295737e+00
1.30643064306414e+05	-9.93326480903486e-03,-4.03148248933035e+00
1.30653065306514e+05	-9.93446856020600e-03,-4.04365791589011e+00
1.30663066306614e+05	-9.93571086779084e-03,-4.05583397120191e+00
1.30673067306714e+05	-9.93699170634057e-03,-4.06801070379486e+00
1.30683068306814e+05	-9.93831105098244e-03,-4.08018816216270e+00
1.30693069306914e+05	-9.93966887741840e-03,-4.09236639476458e+00
1.30703070307014e+05	-9.94106516192392e-03,-4.10454545002571e+00
1.30713071307114e+05	-9.94249988134667e-03,-4.11672537633821e+00
1.30723072307214e+05	-9.94397301310535e-03,-4.12890622206163e+00
1.30733073307314e+05	-9.94548453518850e-03,-4.14108803552387e+00
1.30743074307414e+05	-9.94703442615323e-03,-4.15327086502176e+00
1.30753075307514e+05	-9.94862266512420e-03,-4.16545475882188e+00
1.30763076307614e+05	-9.95024923179232e-03,-4.17763976516118e+00
1.30773077307714e+05	-9.95191410641371e-03,-4.18982593224777e+00
1.30783078307814e+05	-9.95361726980856e-03,-4.20201330826156e+00
1.30793079307914e+05	-9.95535870336007e-03,-4.21420194135508e+00
1.30803080308014e+05	-9.95713838901334e-03,-4.22639187965411e+00
1.30813081308114e+05	-9.95895630927436e-03,-4.23858317125842e+00
1.30823082308214e+05	-9.96081244720888e-03,-4.25077586424232e+00
1.30833083308314e+05	-9.96270678644155e-03,-4.26297000665571e+00
1.30843084308414e+05	-9.96463931115472e-03,-4.27516564652448e+00
1.30853085308514e+05	-9.96661000608765e-03,-4.28736283185129e+00
1.30863086308614e+05	-9.96861885653543e-03,-4.29956161061638e+00
1.30873087308714e+05	-9.97066584834803e-03,-4.31176203077812e+00
1.30883088308814e+05	-9.97275096792946e-03,-4.32396414027376e+00
1.30893089308914e+05	-9.97487420223679e-03,-4.33616798702027e+00
1.30903090309014e+05	-9.97703553877924e-03,-4.34837361891480e+00
1.30913091309114e+05	-9.97923496561734e-03,-4.36058108383547e+00
1.30923092309214e+05	-9.98147247136208e-03,-4.37279042964221e+00
1.30933093309314e+05	-9.98374804517405e-03,-4.38500170417716e+00
1.30943094309414e+05	-9.98606167676264e-03,-4.39721495526572e+00
1.30953095309514e+05	-9.98841335638519e-03,-4.40943023071690e+00
1.30963096309614e+05	-9.99080307484620e-03,-4.42164757832420e+00
1.30973097309714e+05	-9.99323082349667e-03,-4.43386704586633e+00
1.30983098309814e+05	-9.99569659423317e-03,-4.44608868110776e+00
1.30993099309914e+05	-9.99820037949724e-03,-4.45831253179946e+00
1.31003100310014e+05	-1.00007421722747e-02,-4.47053864567974e+00
1.31013101310114e+05	-1.00033219660946e-02,-4.48276707047459e+00
1.31023102310214e+05	-1.00059397550291e-02,-4.49499785389871e+00
1.31033103310314e+05	-1.00085955336925e-02,-4.50723104365611e+00
1.31043104310414e+05	-1.00112892972403e-02,-4.51946668744062e+00
1.31053105310514e+05	-1.00140210413692e-02,-4.53170483293671e+00
1.31063106310614e+05	-1.00167907623160e-02,-4.54394552782024e+00
1.31073107310714e+05	-1.00195984568570e-02,-4.55618881975898e+00
1.31083108310814e+05	-1.00224441223077e-02,-4.56843475641338e+00
1.31093109310914e+05	-1.00253277565221e-02,-4.58068338543722e+00
1.31103110311014e+05	-1.00282493578922e-02,-4.59293475447835e+00
1.31113111311114e+05	-1.00312089253471e-02,-4.60518891117924e+00
1.31123112311214e+05	-1.00342064583532e-02,-4.61744590317781e+00
1.31133113311314e+05	-1.00372419569128e-02,-4.62970577810804e+00
1.31143114311414e+05	-1.00403154215646e-02,-4.64196858360051e+00
1.31153115311514e+05	-1.00434268533822e-02,-4.65423436728335e+00
1.31163116311614e+05	-1.00465762539747e-02,-4.66650317678270e+00
1.31173117311715e+05	-1.00497636254853e-02,-4.67877505972341e+00
1.31183118311815e+05	-1.00529889705915e-02,-4.69105006372982e+00
1.31193119311915e+05	-1.00562522925046e-02,-4.70332823642633e+00
1.31203120312015e+05	-1.00595535949689e-02,-4.71560962543807e+00
1.31213121312115e+05	-1.00628928822620e-02,-4.72789427839169e+00
1.31223122312215e+05	-1.00662701591939e-02,-4.74018224291586e+00
1.31233123312315e+05	-1.00696854311070e-02,-4.75247356664208e+00
1.31243124312415e+05	-1.00731387038754e-02,-4.76476829720525e+00
1.31253125312515e+05	-1.00766299839050e-02,-4.77706648224442e+00
1.31263126312615e+05	-1.00801592781331e-02,-4.78936816940342e+00
1.31273127312715e+05	-1.00837265940278e-02,-4.80167340633151e+00
1.31283128312815e+05	-1.00873319395882e-02,-4.81398224068406e+00
1.31293129312915e+05	-1.00909753233440e-02,-4.82629472012332e+00
1.31303130313015e+05	-1.00946567543550e-02,-4.83861089231887e+00
1.31313131313115e+05	-1.00983762422113e-02,-4.85093080494846e+00
1.31323132313215e+05	-1.01021337970329e-02,-4.86325450569867e+00
