Freq.	1/I(Vin)
1.00350035003500e+05	-3.32274786310931e-03,-1.13193559657775e+01
1.00360036003600e+05	-3.32412135027420e-03,-1.13224045380412e+01
1.00370037003700e+05	-3.32549674127763e-03,-1.13254546462113e+01
1.00380038003800e+05	-3.32687404276484e-03,-1.13285062925697e+01
1.00390039003900e+05	-3.32825326141802e-03,-1.13315594794064e+01
1.00400040004000e+05	-3.32963440395657e-03,-1.13346142090196e+01
1.00410041004100e+05	-3.33101747713739e-03,-1.13376704837159e+01
1.00420042004200e+05	-3.33240248775511e-03,-1.13407283058101e+01
1.00430043004300e+05	-3.33378944264237e-03,-1.13437876776254e+01
1.00440044004400e+05	-3.33517834867012e-03,-1.13468486014935e+01
1.00450045004500e+05	-3.33656921274784e-03,-1.13499110797543e+01
1.00460046004600e+05	-3.33796204182389e-03,-1.13529751147566e+01
1.00470047004700e+05	-3.33935684288571e-03,-1.13560407088574e+01
1.00480048004800e+05	-3.34075362296015e-03,-1.13591078644225e+01
1.00490049004900e+05	-3.34215238911376e-03,-1.13621765838263e+01
1.00500050005000e+05	-3.34355314845304e-03,-1.13652468694519e+01
1.00510051005100e+05	-3.34495590812475e-03,-1.13683187236912e+01
1.00520052005200e+05	-3.34636067531619e-03,-1.13713921489449e+01
1.00530053005300e+05	-3.34776745725553e-03,-1.13744671476225e+01
1.00540054005400e+05	-3.34917626121205e-03,-1.13775437221424e+01
1.00550055005500e+05	-3.35058709449646e-03,-1.13806218749319e+01
1.00560056005600e+05	-3.35199996446125e-03,-1.13837016084276e+01
1.00570057005700e+05	-3.35341487850091e-03,-1.13867829250748e+01
1.00580058005800e+05	-3.35483184405229e-03,-1.13898658273281e+01
1.00590059005900e+05	-3.35625086859491e-03,-1.13929503176512e+01
1.00600060006000e+05	-3.35767195965124e-03,-1.13960363985171e+01
1.00610061006100e+05	-3.35909512478705e-03,-1.13991240724080e+01
1.00620062006200e+05	-3.36052037161171e-03,-1.14022133418155e+01
1.00630063006300e+05	-3.36194770777849e-03,-1.14053042092404e+01
1.00640064006400e+05	-3.36337714098494e-03,-1.14083966771930e+01
1.00650065006500e+05	-3.36480867897315e-03,-1.14114907481934e+01
1.00660066006600e+05	-3.36624232953012e-03,-1.14145864247707e+01
1.00670067006700e+05	-3.36767810048809e-03,-1.14176837094640e+01
1.00680068006800e+05	-3.36911599972485e-03,-1.14207826048220e+01
1.00690069006900e+05	-3.37055603516410e-03,-1.14238831134029e+01
1.00700070007000e+05	-3.37199821477579e-03,-1.14269852377749e+01
1.00710071007100e+05	-3.37344254657644e-03,-1.14300889805160e+01
1.00720072007200e+05	-3.37488903862951e-03,-1.14331943442139e+01
1.00730073007300e+05	-3.37633769904576e-03,-1.14363013314664e+01
1.00740074007400e+05	-3.37778853598356e-03,-1.14394099448814e+01
1.00750075007500e+05	-3.37924155764928e-03,-1.14425201870766e+01
1.00760076007600e+05	-3.38069677229765e-03,-1.14456320606799e+01
1.00770077007700e+05	-3.38215418823210e-03,-1.14487455683295e+01
1.00780078007800e+05	-3.38361381380515e-03,-1.14518607126739e+01
1.00790079007900e+05	-3.38507565741876e-03,-1.14549774963715e+01
1.00800080008000e+05	-3.38653972752471e-03,-1.14580959220916e+01
1.00810081008100e+05	-3.38800603262498e-03,-1.14612159925135e+01
1.00820082008200e+05	-3.38947458127211e-03,-1.14643377103271e+01
1.00830083008300e+05	-3.39094538206961e-03,-1.14674610782331e+01
1.00840084008400e+05	-3.39241844367232e-03,-1.14705860989424e+01
1.00850085008500e+05	-3.39389377478683e-03,-1.14737127751769e+01
1.00860086008600e+05	-3.39537138417183e-03,-1.14768411096691e+01
1.00870087008700e+05	-3.39685128063854e-03,-1.14799711051624e+01
1.00880088008800e+05	-3.39833347305110e-03,-1.14831027644109e+01
1.00890089008900e+05	-3.39981797032698e-03,-1.14862360901797e+01
1.00900090009000e+05	-3.40130478143737e-03,-1.14893710852451e+01
1.00910091009100e+05	-3.40279391540760e-03,-1.14925077523943e+01
1.00920092009200e+05	-3.40428538131756e-03,-1.14956460944256e+01
1.00930093009300e+05	-3.40577918830212e-03,-1.14987861141485e+01
1.00940094009400e+05	-3.40727534555155e-03,-1.15019278143839e+01
1.00950095009500e+05	-3.40877386231192e-03,-1.15050711979640e+01
1.00960096009600e+05	-3.41027474788557e-03,-1.15082162677324e+01
1.00970097009700e+05	-3.41177801163153e-03,-1.15113630265441e+01
1.00980098009800e+05	-3.41328366296596e-03,-1.15145114772658e+01
1.00990099009900e+05	-3.41479171136255e-03,-1.15176616227756e+01
1.01000100010000e+05	-3.41630216635307e-03,-1.15208134659636e+01
1.01010101010100e+05	-3.41781503752768e-03,-1.15239670097315e+01
1.01020102010200e+05	-3.41933033453551e-03,-1.15271222569927e+01
1.01030103010300e+05	-3.42084806708504e-03,-1.15302792106728e+01
1.01040104010400e+05	-3.42236824494462e-03,-1.15334378737093e+01
1.01050105010500e+05	-3.42389087794288e-03,-1.15365982490515e+01
1.01060106010600e+05	-3.42541597596923e-03,-1.15397603396612e+01
1.01070107010700e+05	-3.42694354897435e-03,-1.15429241485123e+01
1.01080108010800e+05	-3.42847360697066e-03,-1.15460896785908e+01
1.01090109010901e+05	-3.43000616003277e-03,-1.15492569328952e+01
1.01100110011001e+05	-3.43154121829802e-03,-1.15524259144367e+01
1.01110111011101e+05	-3.43307879196698e-03,-1.15555966262385e+01
1.01120112011201e+05	-3.43461889130389e-03,-1.15587690713368e+01
1.01130113011301e+05	-3.43616152663719e-03,-1.15619432527803e+01
1.01140114011401e+05	-3.43770670836007e-03,-1.15651191736306e+01
1.01150115011501e+05	-3.43925444693093e-03,-1.15682968369619e+01
1.01160116011601e+05	-3.44080475287390e-03,-1.15714762458616e+01
1.01170117011701e+05	-3.44235763677943e-03,-1.15746574034300e+01
1.01180118011801e+05	-3.44391310930471e-03,-1.15778403127802e+01
1.01190119011901e+05	-3.44547118117429e-03,-1.15810249770390e+01
1.01200120012001e+05	-3.44703186318059e-03,-1.15842113993460e+01
1.01210121012101e+05	-3.44859516618444e-03,-1.15873995828544e+01
1.01220122012201e+05	-3.45016110111562e-03,-1.15905895307307e+01
1.01230123012301e+05	-3.45172967897344e-03,-1.15937812461548e+01
1.01240124012401e+05	-3.45330091082726e-03,-1.15969747323205e+01
1.01250125012501e+05	-3.45487480781710e-03,-1.16001699924351e+01
1.01260126012601e+05	-3.45645138115417e-03,-1.16033670297195e+01
1.01270127012701e+05	-3.45803064212147e-03,-1.16065658474087e+01
1.01280128012801e+05	-3.45961260207437e-03,-1.16097664487517e+01
1.01290129012901e+05	-3.46119727244118e-03,-1.16129688370113e+01
1.01300130013001e+05	-3.46278466472374e-03,-1.16161730154645e+01
1.01310131013101e+05	-3.46437479049806e-03,-1.16193789874025e+01
1.01320132013201e+05	-3.46596766141485e-03,-1.16225867561311e+01
1.01330133013301e+05	-3.46756328920021e-03,-1.16257963249700e+01
1.01340134013401e+05	-3.46916168565619e-03,-1.16290076972538e+01
1.01350135013501e+05	-3.47076286266143e-03,-1.16322208763315e+01
1.01360136013601e+05	-3.47236683217178e-03,-1.16354358655668e+01
1.01370137013701e+05	-3.47397360622097e-03,-1.16386526683384e+01
1.01380138013801e+05	-3.47558319692118e-03,-1.16418712880395e+01
1.01390139013901e+05	-3.47719561646374e-03,-1.16450917280785e+01
1.01400140014001e+05	-3.47881087711979e-03,-1.16483139918789e+01
1.01410141014101e+05	-3.48042899124089e-03,-1.16515380828794e+01
1.01420142014201e+05	-3.48204997125972e-03,-1.16547640045338e+01
1.01430143014301e+05	-3.48367382969075e-03,-1.16579917603114e+01
1.01440144014401e+05	-3.48530057913092e-03,-1.16612213536970e+01
1.01450145014501e+05	-3.48693023226029e-03,-1.16644527881909e+01
1.01460146014601e+05	-3.48856280184281e-03,-1.16676860673090e+01
1.01470147014701e+05	-3.49019830072692e-03,-1.16709211945834e+01
1.01480148014801e+05	-3.49183674184634e-03,-1.16741581735615e+01
1.01490149014901e+05	-3.49347813822073e-03,-1.16773970078072e+01
1.01500150015001e+05	-3.49512250295645e-03,-1.16806377009003e+01
1.01510151015101e+05	-3.49676984924724e-03,-1.16838802564367e+01
1.01520152015201e+05	-3.49842019037501e-03,-1.16871246780288e+01
1.01530153015301e+05	-3.50007353971053e-03,-1.16903709693054e+01
1.01540154015401e+05	-3.50172991071424e-03,-1.16936191339119e+01
1.01550155015501e+05	-3.50338931693692e-03,-1.16968691755102e+01
1.01560156015601e+05	-3.50505177202055e-03,-1.17001210977790e+01
1.01570157015701e+05	-3.50671728969901e-03,-1.17033749044141e+01
1.01580158015801e+05	-3.50838588379892e-03,-1.17066305991279e+01
1.01590159015901e+05	-3.51005756824035e-03,-1.17098881856504e+01
1.01600160016001e+05	-3.51173235703770e-03,-1.17131476677283e+01
1.01610161016101e+05	-3.51341026430047e-03,-1.17164090491261e+01
1.01620162016201e+05	-3.51509130423405e-03,-1.17196723336255e+01
1.01630163016301e+05	-3.51677549114058e-03,-1.17229375250259e+01
1.01640164016401e+05	-3.51846283941973e-03,-1.17262046271444e+01
1.01650165016501e+05	-3.52015336356961e-03,-1.17294736438157e+01
1.01660166016601e+05	-3.52184707818755e-03,-1.17327445788929e+01
1.01670167016701e+05	-3.52354399797098e-03,-1.17360174362467e+01
1.01680168016801e+05	-3.52524413771832e-03,-1.17392922197664e+01
1.01690169016901e+05	-3.52694751232978e-03,-1.17425689333592e+01
1.01700170017001e+05	-3.52865413680833e-03,-1.17458475809512e+01
1.01710171017101e+05	-3.53036402626053e-03,-1.17491281664867e+01
1.01720172017201e+05	-3.53207719589745e-03,-1.17524106939289e+01
1.01730173017301e+05	-3.53379366103561e-03,-1.17556951672598e+01
1.01740174017401e+05	-3.53551343709782e-03,-1.17589815904804e+01
1.01750175017501e+05	-3.53723653961419e-03,-1.17622699676107e+01
1.01760176017601e+05	-3.53896298422302e-03,-1.17655603026900e+01
1.01770177017701e+05	-3.54069278667180e-03,-1.17688525997771e+01
1.01780178017801e+05	-3.54242596281806e-03,-1.17721468629500e+01
1.01790179017901e+05	-3.54416252863049e-03,-1.17754430963066e+01
1.01800180018001e+05	-3.54590250018979e-03,-1.17787413039645e+01
1.01810181018101e+05	-3.54764589368972e-03,-1.17820414900612e+01
1.01820182018201e+05	-3.54939272543809e-03,-1.17853436587542e+01
1.01830183018301e+05	-3.55114301185775e-03,-1.17886478142213e+01
1.01840184018401e+05	-3.55289676948765e-03,-1.17919539606607e+01
1.01850185018501e+05	-3.55465401498384e-03,-1.17952621022910e+01
1.01860186018601e+05	-3.55641476512050e-03,-1.17985722433514e+01
1.01870187018701e+05	-3.55817903679104e-03,-1.18018843881019e+01
1.01880188018801e+05	-3.55994684700912e-03,-1.18051985408236e+01
1.01890189018901e+05	-3.56171821290975e-03,-1.18085147058184e+01
1.01900190019001e+05	-3.56349315175036e-03,-1.18118328874097e+01
1.01910191019101e+05	-3.56527168091192e-03,-1.18151530899421e+01
1.01920192019201e+05	-3.56705381790005e-03,-1.18184753177818e+01
1.01930193019301e+05	-3.56883958034610e-03,-1.18217995753168e+01
1.01940194019401e+05	-3.57062898600834e-03,-1.18251258669567e+01
1.01950195019501e+05	-3.57242205277308e-03,-1.18284541971334e+01
1.01960196019601e+05	-3.57421879865583e-03,-1.18317845703008e+01
1.01970197019701e+05	-3.57601924180248e-03,-1.18351169909351e+01
1.01980198019801e+05	-3.57782340049048e-03,-1.18384514635352e+01
1.01990199019901e+05	-3.57963129313003e-03,-1.18417879926224e+01
1.02000200020001e+05	-3.58144293826531e-03,-1.18451265827410e+01
1.02010201020101e+05	-3.58325835457568e-03,-1.18484672384582e+01
1.02020202020201e+05	-3.58507756087693e-03,-1.18518099643645e+01
1.02030203020301e+05	-3.58690057612254e-03,-1.18551547650735e+01
1.02040204020401e+05	-3.58872741940493e-03,-1.18585016452224e+01
1.02050205020501e+05	-3.59055810995675e-03,-1.18618506094723e+01
1.02060206020601e+05	-3.59239266715212e-03,-1.18652016625077e+01
1.02070207020701e+05	-3.59423111050805e-03,-1.18685548090376e+01
1.02080208020801e+05	-3.59607345968564e-03,-1.18719100537948e+01
1.02090209020901e+05	-3.59791973449149e-03,-1.18752674015367e+01
1.02100210021001e+05	-3.59976995487902e-03,-1.18786268570453e+01
1.02110211021101e+05	-3.60162414094986e-03,-1.18819884251272e+01
1.02120212021201e+05	-3.60348231295520e-03,-1.18853521106140e+01
1.02130213021301e+05	-3.60534449129719e-03,-1.18887179183625e+01
1.02140214021401e+05	-3.60721069653039e-03,-1.18920858532547e+01
1.02150215021501e+05	-3.60908094936314e-03,-1.18954559201981e+01
1.02160216021601e+05	-3.61095527065906e-03,-1.18988281241259e+01
1.02170217021701e+05	-3.61283368143846e-03,-1.19022024699973e+01
1.02180218021801e+05	-3.61471620287985e-03,-1.19055789627974e+01
1.02190219021901e+05	-3.61660285632143e-03,-1.19089576075377e+01
1.02200220022001e+05	-3.61849366326257e-03,-1.19123384092562e+01
1.02210221022101e+05	-3.62038864536536e-03,-1.19157213730173e+01
1.02220222022201e+05	-3.62228782445617e-03,-1.19191065039127e+01
1.02230223022301e+05	-3.62419122252717e-03,-1.19224938070608e+01
1.02240224022401e+05	-3.62609886173796e-03,-1.19258832876076e+01
1.02250225022501e+05	-3.62801076441709e-03,-1.19292749507265e+01
1.02260226022601e+05	-3.62992695306377e-03,-1.19326688016184e+01
1.02270227022701e+05	-3.63184745034945e-03,-1.19360648455125e+01
1.02280228022801e+05	-3.63377227911946e-03,-1.19394630876658e+01
1.02290229022901e+05	-3.63570146239472e-03,-1.19428635333638e+01
1.02300230023001e+05	-3.63763502337341e-03,-1.19462661879206e+01
1.02310231023101e+05	-3.63957298543267e-03,-1.19496710566791e+01
1.02320232023201e+05	-3.64151537213036e-03,-1.19530781450112e+01
1.02330233023301e+05	-3.64346220720679e-03,-1.19564874583180e+01
1.02340234023401e+05	-3.64541351458648e-03,-1.19598990020301e+01
1.02350235023501e+05	-3.64736931837999e-03,-1.19633127816078e+01
1.02360236023601e+05	-3.64932964288567e-03,-1.19667288025413e+01
1.02370237023701e+05	-3.65129451259156e-03,-1.19701470703511e+01
1.02380238023801e+05	-3.65326395217720e-03,-1.19735675905880e+01
1.02390239023901e+05	-3.65523798651552e-03,-1.19769903688334e+01
1.02400240024001e+05	-3.65721664067473e-03,-1.19804154106997e+01
1.02410241024101e+05	-3.65919993992028e-03,-1.19838427218304e+01
1.02420242024201e+05	-3.66118790971671e-03,-1.19872723079003e+01
1.02430243024301e+05	-3.66318057572973e-03,-1.19907041746160e+01
1.02440244024401e+05	-3.66517796382813e-03,-1.19941383277157e+01
1.02450245024501e+05	-3.66718010008581e-03,-1.19975747729700e+01
1.02460246024601e+05	-3.66918701078385e-03,-1.20010135161817e+01
1.02470247024701e+05	-3.67119872241253e-03,-1.20044545631864e+01
1.02480248024801e+05	-3.67321526167342e-03,-1.20078979198525e+01
1.02490249024901e+05	-3.67523665548150e-03,-1.20113435920816e+01
1.02500250025001e+05	-3.67726293096731e-03,-1.20147915858086e+01
1.02510251025101e+05	-3.67929411547908e-03,-1.20182419070025e+01
1.02520252025201e+05	-3.68133023658493e-03,-1.20216945616657e+01
1.02530253025301e+05	-3.68337132207512e-03,-1.20251495558355e+01
1.02540254025401e+05	-3.68541739996419e-03,-1.20286068955831e+01
1.02550255025501e+05	-3.68746849849336e-03,-1.20320665870150e+01
1.02560256025601e+05	-3.68952464613269e-03,-1.20355286362725e+01
1.02570257025701e+05	-3.69158587158354e-03,-1.20389930495325e+01
1.02580258025801e+05	-3.69365220378077e-03,-1.20424598330073e+01
1.02590259025901e+05	-3.69572367189524e-03,-1.20459289929453e+01
1.02600260026001e+05	-3.69780030533619e-03,-1.20494005356313e+01
1.02610261026101e+05	-3.69988213375362e-03,-1.20528744673864e+01
1.02620262026201e+05	-3.70196918704082e-03,-1.20563507945686e+01
1.02630263026301e+05	-3.70406149533685e-03,-1.20598295235733e+01
1.02640264026401e+05	-3.70615908902904e-03,-1.20633106608330e+01
1.02650265026501e+05	-3.70826199875560e-03,-1.20667942128183e+01
1.02660266026601e+05	-3.71037025540817e-03,-1.20702801860377e+01
1.02670267026701e+05	-3.71248389013447e-03,-1.20737685870381e+01
1.02680268026801e+05	-3.71460293434090e-03,-1.20772594224051e+01
1.02690269026901e+05	-3.71672741969533e-03,-1.20807526987636e+01
1.02700270027001e+05	-3.71885737812973e-03,-1.20842484227776e+01
1.02710271027101e+05	-3.72099284184294e-03,-1.20877466011508e+01
1.02720272027201e+05	-3.72313384330352e-03,-1.20912472406272e+01
1.02730273027301e+05	-3.72528041525248e-03,-1.20947503479908e+01
1.02740274027401e+05	-3.72743259070625e-03,-1.20982559300667e+01
1.02750275027501e+05	-3.72959040295948e-03,-1.21017639937208e+01
1.02760276027601e+05	-3.73175388558803e-03,-1.21052745458605e+01
1.02770277027701e+05	-3.73392307245192e-03,-1.21087875934349e+01
1.02780278027801e+05	-3.73609799769833e-03,-1.21123031434353e+01
1.02790279027901e+05	-3.73827869576467e-03,-1.21158212028954e+01
1.02800280028001e+05	-3.74046520138165e-03,-1.21193417788917e+01
1.02810281028101e+05	-3.74265754957640e-03,-1.21228648785441e+01
1.02820282028201e+05	-3.74485577567563e-03,-1.21263905090158e+01
1.02830283028301e+05	-3.74705991530886e-03,-1.21299186775141e+01
1.02840284028401e+05	-3.74927000441165e-03,-1.21334493912907e+01
1.02850285028501e+05	-3.75148607922885e-03,-1.21369826576418e+01
1.02860286028601e+05	-3.75370817631800e-03,-1.21405184839089e+01
1.02870287028701e+05	-3.75593633255265e-03,-1.21440568774788e+01
1.02880288028801e+05	-3.75817058512579e-03,-1.21475978457843e+01
1.02890289028901e+05	-3.76041097155332e-03,-1.21511413963045e+01
1.02900290029001e+05	-3.76265752967754e-03,-1.21546875365650e+01
1.02910291029101e+05	-3.76491029767071e-03,-1.21582362741388e+01
1.02920292029201e+05	-3.76716931403865e-03,-1.21617876166461e+01
1.02930293029301e+05	-3.76943461762436e-03,-1.21653415717552e+01
1.02940294029401e+05	-3.77170624761173e-03,-1.21688981471827e+01
1.02950295029501e+05	-3.77398424352931e-03,-1.21724573506940e+01
1.02960296029601e+05	-3.77626864525402e-03,-1.21760191901035e+01
1.02970297029701e+05	-3.77855949301507e-03,-1.21795836732755e+01
1.02980298029801e+05	-3.78085682739781e-03,-1.21831508081243e+01
1.02990299029901e+05	-3.78316068934766e-03,-1.21867206026147e+01
1.03000300030001e+05	-3.78547112017416e-03,-1.21902930647624e+01
1.03010301030101e+05	-3.78778816155494e-03,-1.21938682026347e+01
1.03020302030201e+05	-3.79011185553986e-03,-1.21974460243505e+01
1.03030303030301e+05	-3.79244224455521e-03,-1.22010265380814e+01
1.03040304030401e+05	-3.79477937140780e-03,-1.22046097520516e+01
1.03050305030501e+05	-3.79712327928938e-03,-1.22081956745387e+01
1.03060306030601e+05	-3.79947401178082e-03,-1.22117843138739e+01
1.03070307030701e+05	-3.80183161285661e-03,-1.22153756784430e+01
1.03080308030801e+05	-3.80419612688922e-03,-1.22189697766863e+01
1.03090309030901e+05	-3.80656759865366e-03,-1.22225666170995e+01
1.03100310031001e+05	-3.80894607333198e-03,-1.22261662082338e+01
1.03110311031101e+05	-3.81133159651799e-03,-1.22297685586970e+01
1.03120312031201e+05	-3.81372421422185e-03,-1.22333736771536e+01
1.03130313031301e+05	-3.81612397287487e-03,-1.22369815723253e+01
1.03140314031401e+05	-3.81853091933434e-03,-1.22405922529917e+01
1.03150315031501e+05	-3.82094510088838e-03,-1.22442057279908e+01
1.03160316031601e+05	-3.82336656526092e-03,-1.22478220062194e+01
1.03170317031701e+05	-3.82579536061670e-03,-1.22514410966339e+01
1.03180318031801e+05	-3.82823153556638e-03,-1.22550630082506e+01
1.03190319031901e+05	-3.83067513917165e-03,-1.22586877501464e+01
1.03200320032001e+05	-3.83312622095053e-03,-1.22623153314593e+01
1.03210321032101e+05	-3.83558483088264e-03,-1.22659457613891e+01
1.03220322032201e+05	-3.83805101941455e-03,-1.22695790491978e+01
1.03230323032301e+05	-3.84052483746526e-03,-1.22732152042101e+01
1.03240324032401e+05	-3.84300633643177e-03,-1.22768542358145e+01
1.03250325032501e+05	-3.84549556819459e-03,-1.22804961534632e+01
1.03260326032602e+05	-3.84799258512352e-03,-1.22841409666734e+01
1.03270327032702e+05	-3.85049744008337e-03,-1.22877886850272e+01
1.03280328032802e+05	-3.85301018643979e-03,-1.22914393181729e+01
1.03290329032902e+05	-3.85553087806525e-03,-1.22950928758251e+01
1.03300330033002e+05	-3.85805956934500e-03,-1.22987493677657e+01
1.03310331033102e+05	-3.86059631518324e-03,-1.23024088038443e+01
1.03320332033202e+05	-3.86314117100922e-03,-1.23060711939791e+01
1.03330333033302e+05	-3.86569419278361e-03,-1.23097365481570e+01
1.03340334033402e+05	-3.86825543700476e-03,-1.23134048764352e+01
1.03350335033502e+05	-3.87082496071526e-03,-1.23170761889409e+01
1.03360336033602e+05	-3.87340282150842e-03,-1.23207504958727e+01
1.03370337033702e+05	-3.87598907753497e-03,-1.23244278075009e+01
1.03380338033802e+05	-3.87858378750973e-03,-1.23281081341682e+01
1.03390339033902e+05	-3.88118701071851e-03,-1.23317914862908e+01
1.03400340034002e+05	-3.88379880702506e-03,-1.23354778743585e+01
1.03410341034102e+05	-3.88641923687802e-03,-1.23391673089359e+01
1.03420342034202e+05	-3.88904836131816e-03,-1.23428598006631e+01
1.03430343034302e+05	-3.89168624198560e-03,-1.23465553602561e+01
1.03440344034402e+05	-3.89433294112712e-03,-1.23502539985081e+01
1.03450345034502e+05	-3.89698852160368e-03,-1.23539557262895e+01
1.03460346034602e+05	-3.89965304689799e-03,-1.23576605545494e+01
1.03470347034702e+05	-3.90232658112212e-03,-1.23613684943161e+01
1.03480348034802e+05	-3.90500918902540e-03,-1.23650795566978e+01
1.03490349034902e+05	-3.90770093600227e-03,-1.23687937528834e+01
1.03500350035002e+05	-3.91040188810034e-03,-1.23725110941436e+01
1.03510351035102e+05	-3.91311211202853e-03,-1.23762315918311e+01
1.03520352035202e+05	-3.91583167516537e-03,-1.23799552573824e+01
1.03530353035302e+05	-3.91856064556735e-03,-1.23836821023175e+01
1.03540354035402e+05	-3.92129909197750e-03,-1.23874121382417e+01
1.03550355035502e+05	-3.92404708383403e-03,-1.23911453768459e+01
1.03560356035602e+05	-3.92680469127908e-03,-1.23948818299077e+01
1.03570357035702e+05	-3.92957198516770e-03,-1.23986215092922e+01
1.03580358035802e+05	-3.93234903707687e-03,-1.24023644269531e+01
1.03590359035902e+05	-3.93513591931467e-03,-1.24061105949331e+01
1.03600360036002e+05	-3.93793270492970e-03,-1.24098600253655e+01
1.03610361036102e+05	-3.94073946772045e-03,-1.24136127304744e+01
1.03620362036202e+05	-3.94355628224501e-03,-1.24173687225764e+01
1.03630363036302e+05	-3.94638322383077e-03,-1.24211280140809e+01
1.03640364036402e+05	-3.94922036858442e-03,-1.24248906174915e+01
1.03650365036502e+05	-3.95206779340197e-03,-1.24286565454065e+01
1.03660366036602e+05	-3.95492557597900e-03,-1.24324258105207e+01
1.03670367036702e+05	-3.95779379482106e-03,-1.24361984256254e+01
1.03680368036802e+05	-3.96067252925420e-03,-1.24399744036103e+01
1.03690369036902e+05	-3.96356185943572e-03,-1.24437537574638e+01
1.03700370037002e+05	-3.96646186636507e-03,-1.24475365002748e+01
1.03710371037102e+05	-3.96937263189485e-03,-1.24513226452329e+01
1.03720372037202e+05	-3.97229423874212e-03,-1.24551122056302e+01
1.03730373037302e+05	-3.97522677049972e-03,-1.24589051948620e+01
1.03740374037402e+05	-3.97817031164798e-03,-1.24627016264280e+01
1.03750375037502e+05	-3.98112494756643e-03,-1.24665015139334e+01
1.03760376037602e+05	-3.98409076454572e-03,-1.24703048710902e+01
1.03770377037702e+05	-3.98706784979991e-03,-1.24741117117179e+01
1.03780378037802e+05	-3.99005629147867e-03,-1.24779220497450e+01
1.03790379037902e+05	-3.99305617867996e-03,-1.24817358992104e+01
1.03800380038002e+05	-3.99606760146270e-03,-1.24855532742639e+01
1.03810381038102e+05	-3.99909065085979e-03,-1.24893741891680e+01
1.03820382038202e+05	-4.00212541889120e-03,-1.24931986582990e+01
1.03830383038302e+05	-4.00517199857747e-03,-1.24970266961480e+01
1.03840384038402e+05	-4.00823048395319e-03,-1.25008583173224e+01
1.03850385038502e+05	-4.01130097008093e-03,-1.25046935365472e+01
1.03860386038602e+05	-4.01438355306519e-03,-1.25085323686659e+01
1.03870387038702e+05	-4.01747833006680e-03,-1.25123748286423e+01
1.03880388038802e+05	-4.02058539931734e-03,-1.25162209315617e+01
1.03890389038902e+05	-4.02370486013394e-03,-1.25200706926320e+01
1.03900390039002e+05	-4.02683681293426e-03,-1.25239241271852e+01
1.03910391039102e+05	-4.02998135925180e-03,-1.25277812506788e+01
1.03920392039202e+05	-4.03313860175133e-03,-1.25316420786974e+01
1.03930393039302e+05	-4.03630864424471e-03,-1.25355066269538e+01
1.03940394039402e+05	-4.03949159170690e-03,-1.25393749112904e+01
1.03950395039502e+05	-4.04268755029227e-03,-1.25432469476810e+01
1.03960396039602e+05	-4.04589662735114e-03,-1.25471227522322e+01
1.03970397039702e+05	-4.04911893144669e-03,-1.25510023411847e+01
1.03980398039802e+05	-4.05235457237207e-03,-1.25548857309147e+01
