f,z10r,z10i
1.00760076007600e+05,-2.27179590077451e-03,-5.24438209648903e+00
1.00770077007700e+05,-2.27323118990406e-03,-5.24671748174864e+00
1.00780078007800e+05,-2.27466853207512e-03,-5.24905449193561e+00
1.00790079007900e+05,-2.27610793151259e-03,-5.25139312950718e+00
1.00800080008000e+05,-2.27754939245301e-03,-5.25373339692569e+00
1.00810081008100e+05,-2.27899291914455e-03,-5.25607529665861e+00
1.00820082008200e+05,-2.28043851584713e-03,-5.25841883117855e+00
1.00830083008300e+05,-2.28188618683236e-03,-5.26076400296324e+00
1.00840084008400e+05,-2.28333593638367e-03,-5.26311081449563e+00
1.00850085008500e+05,-2.28478776879629e-03,-5.26545926826381e+00
1.00860086008600e+05,-2.28624168837733e-03,-5.26780936676110e+00
1.00870087008700e+05,-2.28769769944578e-03,-5.27016111248600e+00
1.00880088008800e+05,-2.28915580633257e-03,-5.27251450794225e+00
1.00890089008900e+05,-2.29061601338063e-03,-5.27486955563882e+00
1.00900090009000e+05,-2.29207832494489e-03,-5.27722625808996e+00
1.00910091009100e+05,-2.29354274539238e-03,-5.27958461781517e+00
1.00920092009200e+05,-2.29500927910219e-03,-5.28194463733922e+00
1.00930093009300e+05,-2.29647793046558e-03,-5.28430631919221e+00
1.00940094009400e+05,-2.29794870388599e-03,-5.28666966590954e+00
1.00950095009500e+05,-2.29942160377907e-03,-5.28903468003193e+00
1.00960096009600e+05,-2.30089663457278e-03,-5.29140136410545e+00
1.00970097009700e+05,-2.30237380070735e-03,-5.29376972068153e+00
1.00980098009800e+05,-2.30385310663538e-03,-5.29613975231698e+00
1.00990099009900e+05,-2.30533455682186e-03,-5.29851146157398e+00
1.01000100010000e+05,-2.30681815574423e-03,-5.30088485102014e+00
1.01010101010100e+05,-2.30830390789239e-03,-5.30325992322847e+00
1.01020102010200e+05,-2.30979181776876e-03,-5.30563668077740e+00
1.01030103010300e+05,-2.31128188988835e-03,-5.30801512625086e+00
1.01040104010400e+05,-2.31277412877875e-03,-5.31039526223818e+00
1.01050105010500e+05,-2.31426853898022e-03,-5.31277709133423e+00
1.01060106010600e+05,-2.31576512504569e-03,-5.31516061613934e+00
1.01070107010700e+05,-2.31726389154086e-03,-5.31754583925936e+00
1.01080108010800e+05,-2.31876484304418e-03,-5.31993276330567e+00
1.01090109010901e+05,-2.32026798414692e-03,-5.32232139089518e+00
1.01100110011001e+05,-2.32177331945327e-03,-5.32471172465037e+00
1.01110111011101e+05,-2.32328085358027e-03,-5.32710376719931e+00
1.01120112011201e+05,-2.32479059115796e-03,-5.32949752117564e+00
1.01130113011301e+05,-2.32630253682935e-03,-5.33189298921859e+00
1.01140114011401e+05,-2.32781669525051e-03,-5.33429017397303e+00
1.01150115011501e+05,-2.32933307109062e-03,-5.33668907808949e+00
1.01160116011601e+05,-2.33085166903195e-03,-5.33908970422410e+00
1.01170117011701e+05,-2.33237249377000e-03,-5.34149205503872e+00
1.01180118011801e+05,-2.33389555001347e-03,-5.34389613320085e+00
1.01190119011901e+05,-2.33542084248432e-03,-5.34630194138369e+00
1.01200120012001e+05,-2.33694837591786e-03,-5.34870948226621e+00
1.01210121012101e+05,-2.33847815506274e-03,-5.35111875853306e+00
1.01220122012201e+05,-2.34001018468103e-03,-5.35352977287466e+00
1.01230123012301e+05,-2.34154446954824e-03,-5.35594252798720e+00
1.01240124012401e+05,-2.34308101445342e-03,-5.35835702657266e+00
1.01250125012501e+05,-2.34461982419913e-03,-5.36077327133881e+00
1.01260126012601e+05,-2.34616090360154e-03,-5.36319126499922e+00
1.01270127012701e+05,-2.34770425749046e-03,-5.36561101027332e+00
1.01280128012801e+05,-2.34924989070940e-03,-5.36803250988639e+00
1.01290129012901e+05,-2.35079780811562e-03,-5.37045576656956e+00
1.01300130013001e+05,-2.35234801458013e-03,-5.37288078305986e+00
1.01310131013101e+05,-2.35390051498780e-03,-5.37530756210021e+00
1.01320132013201e+05,-2.35545531423737e-03,-5.37773610643943e+00
1.01330133013301e+05,-2.35701241724151e-03,-5.38016641883231e+00
1.01340134013401e+05,-2.35857182892689e-03,-5.38259850203958e+00
1.01350135013501e+05,-2.36013355423418e-03,-5.38503235882793e+00
1.01360136013601e+05,-2.36169759811813e-03,-5.38746799197002e+00
1.01370137013701e+05,-2.36326396554763e-03,-5.38990540424456e+00
1.01380138013801e+05,-2.36483266150574e-03,-5.39234459843623e+00
1.01390139013901e+05,-2.36640369098973e-03,-5.39478557733579e+00
1.01400140014001e+05,-2.36797705901115e-03,-5.39722834374001e+00
1.01410141014101e+05,-2.36955277059589e-03,-5.39967290045177e+00
1.01420142014201e+05,-2.37113083078419e-03,-5.40211925028003e+00
1.01430143014301e+05,-2.37271124463073e-03,-5.40456739603985e+00
1.01440144014401e+05,-2.37429401720465e-03,-5.40701734055242e+00
1.01450145014501e+05,-2.37587915358963e-03,-5.40946908664506e+00
1.01460146014601e+05,-2.37746665888391e-03,-5.41192263715127e+00
1.01470147014701e+05,-2.37905653820039e-03,-5.41437799491073e+00
1.01480148014801e+05,-2.38064879666659e-03,-5.41683516276929e+00
1.01490149014901e+05,-2.38224343942482e-03,-5.41929414357905e+00
1.01500150015001e+05,-2.38384047163213e-03,-5.42175494019831e+00
1.01510151015101e+05,-2.38543989846043e-03,-5.42421755549163e+00
1.01520152015201e+05,-2.38704172509650e-03,-5.42668199232986e+00
1.01530153015301e+05,-2.38864595674206e-03,-5.42914825359010e+00
1.01540154015401e+05,-2.39025259861385e-03,-5.43161634215580e+00
1.01550155015501e+05,-2.39186165594359e-03,-5.43408626091667e+00
1.01560156015601e+05,-2.39347313397817e-03,-5.43655801276883e+00
1.01570157015701e+05,-2.39508703797957e-03,-5.43903160061471e+00
1.01580158015801e+05,-2.39670337322502e-03,-5.44150702736315e+00
1.01590159015901e+05,-2.39832214500697e-03,-5.44398429592938e+00
1.01600160016001e+05,-2.39994335863321e-03,-5.44646340923503e+00
1.01610161016101e+05,-2.40156701942688e-03,-5.44894437020819e+00
1.01620162016201e+05,-2.40319313272655e-03,-5.45142718178338e+00
1.01630163016301e+05,-2.40482170388625e-03,-5.45391184690160e+00
1.01640164016401e+05,-2.40645273827555e-03,-5.45639836851035e+00
1.01650165016501e+05,-2.40808624127961e-03,-5.45888674956364e+00
1.01660166016601e+05,-2.40972221829921e-03,-5.46137699302199e+00
1.01670167016701e+05,-2.41136067475085e-03,-5.46386910185249e+00
1.01680168016801e+05,-2.41300161606677e-03,-5.46636307902881e+00
1.01690169016901e+05,-2.41464504769502e-03,-5.46885892753115e+00
1.01700170017001e+05,-2.41629097509950e-03,-5.47135665034638e+00
1.01710171017101e+05,-2.41793940376005e-03,-5.47385625046798e+00
1.01720172017201e+05,-2.41959033917248e-03,-5.47635773089604e+00
1.01730173017301e+05,-2.42124378684862e-03,-5.47886109463736e+00
1.01740174017401e+05,-2.42289975231643e-03,-5.48136634470540e+00
1.01750175017501e+05,-2.42455824111996e-03,-5.48387348412031e+00
1.01760176017601e+05,-2.42621925881952e-03,-5.48638251590902e+00
1.01770177017701e+05,-2.42788281099166e-03,-5.48889344310515e+00
1.01780178017801e+05,-2.42954890322925e-03,-5.49140626874909e+00
1.01790179017901e+05,-2.43121754114155e-03,-5.49392099588805e+00
1.01800180018001e+05,-2.43288873035427e-03,-5.49643762757601e+00
1.01810181018101e+05,-2.43456247650958e-03,-5.49895616687378e+00
1.01820182018201e+05,-2.43623878526625e-03,-5.50147661684902e+00
1.01830183018301e+05,-2.43791766229964e-03,-5.50399898057625e+00
1.01840184018401e+05,-2.43959911330180e-03,-5.50652326113687e+00
1.01850185018501e+05,-2.44128314398152e-03,-5.50904946161922e+00
1.01860186018601e+05,-2.44296976006439e-03,-5.51157758511852e+00
1.01870187018701e+05,-2.44465896729282e-03,-5.51410763473694e+00
1.01880188018801e+05,-2.44635077142619e-03,-5.51663961358366e+00
1.01890189018901e+05,-2.44804517824082e-03,-5.51917352477479e+00
1.01900190019001e+05,-2.44974219353010e-03,-5.52170937143350e+00
1.01910191019101e+05,-2.45144182310451e-03,-5.52424715668997e+00
1.01920192019201e+05,-2.45314407279169e-03,-5.52678688368142e+00
1.01930193019301e+05,-2.45484894843651e-03,-5.52932855555214e+00
1.01940194019401e+05,-2.45655645590110e-03,-5.53187217545352e+00
1.01950195019501e+05,-2.45826660106501e-03,-5.53441774654408e+00
1.01960196019601e+05,-2.45997938982512e-03,-5.53696527198946e+00
1.01970197019701e+05,-2.46169482809586e-03,-5.53951475496244e+00
1.01980198019801e+05,-2.46341292180915e-03,-5.54206619864301e+00
1.01990199019901e+05,-2.46513367691453e-03,-5.54461960621833e+00
1.02000200020001e+05,-2.46685709937920e-03,-5.54717498088279e+00
1.02010201020101e+05,-2.46858319518812e-03,-5.54973232583805e+00
1.02020202020201e+05,-2.47031197034401e-03,-5.55229164429298e+00
1.02030203020301e+05,-2.47204343086747e-03,-5.55485293946377e+00
1.02040204020401e+05,-2.47377758279702e-03,-5.55741621457393e+00
1.02050205020501e+05,-2.47551443218917e-03,-5.55998147285427e+00
1.02060206020601e+05,-2.47725398511850e-03,-5.56254871754298e+00
1.02070207020701e+05,-2.47899624767769e-03,-5.56511795188558e+00
1.02080208020801e+05,-2.48074122597762e-03,-5.56768917913503e+00
1.02090209020901e+05,-2.48248892614743e-03,-5.57026240255169e+00
1.02100210021001e+05,-2.48423935433457e-03,-5.57283762540336e+00
1.02110211021101e+05,-2.48599251670490e-03,-5.57541485096532e+00
1.02120212021201e+05,-2.48774841944270e-03,-5.57799408252029e+00
1.02130213021301e+05,-2.48950706875082e-03,-5.58057532335857e+00
1.02140214021401e+05,-2.49126847085065e-03,-5.58315857677791e+00
1.02150215021501e+05,-2.49303263198228e-03,-5.58574384608368e+00
1.02160216021601e+05,-2.49479955840451e-03,-5.58833113458879e+00
1.02170217021701e+05,-2.49656925639495e-03,-5.59092044561378e+00
1.02180218021801e+05,-2.49834173225004e-03,-5.59351178248675e+00
1.02190219021901e+05,-2.50011699228521e-03,-5.59610514854353e+00
1.02200220022001e+05,-2.50189504283485e-03,-5.59870054712757e+00
1.02210221022101e+05,-2.50367589025244e-03,-5.60129798159000e+00
1.02220222022201e+05,-2.50545954091060e-03,-5.60389745528968e+00
1.02230223022301e+05,-2.50724600120120e-03,-5.60649897159325e+00
1.02240224022401e+05,-2.50903527753534e-03,-5.60910253387505e+00
1.02250225022501e+05,-2.51082737634350e-03,-5.61170814551722e+00
1.02260226022601e+05,-2.51262230407561e-03,-5.61431580990976e+00
1.02270227022701e+05,-2.51442006720107e-03,-5.61692553045043e+00
1.02280228022801e+05,-2.51622067220888e-03,-5.61953731054490e+00
1.02290229022901e+05,-2.51802412560767e-03,-5.62215115360670e+00
1.02300230023001e+05,-2.51983043392578e-03,-5.62476706305727e+00
1.02310231023101e+05,-2.52163960371136e-03,-5.62738504232598e+00
1.02320232023201e+05,-2.52345164153242e-03,-5.63000509485016e+00
1.02330233023301e+05,-2.52526655397689e-03,-5.63262722407511e+00
1.02340234023401e+05,-2.52708434765274e-03,-5.63525143345413e+00
1.02350235023501e+05,-2.52890502918800e-03,-5.63787772644855e+00
1.02360236023601e+05,-2.53072860523088e-03,-5.64050610652776e+00
1.02370237023701e+05,-2.53255508244983e-03,-5.64313657716923e+00
1.02380238023801e+05,-2.53438446753357e-03,-5.64576914185851e+00
1.02390239023901e+05,-2.53621676719127e-03,-5.64840380408929e+00
1.02400240024001e+05,-2.53805198815252e-03,-5.65104056736341e+00
1.02410241024101e+05,-2.53989013716746e-03,-5.65367943519090e+00
1.02420242024201e+05,-2.54173122100685e-03,-5.65632041108996e+00
1.02430243024301e+05,-2.54357524646214e-03,-5.65896349858704e+00
1.02440244024401e+05,-2.54542222034554e-03,-5.66160870121685e+00
1.02450245024501e+05,-2.54727214949012e-03,-5.66425602252234e+00
1.02460246024601e+05,-2.54912504074988e-03,-5.66690546605482e+00
1.02470247024701e+05,-2.55098090099983e-03,-5.66955703537388e+00
1.02480248024801e+05,-2.55283973713604e-03,-5.67221073404748e+00
1.02490249024901e+05,-2.55470155607574e-03,-5.67486656565197e+00
1.02500250025001e+05,-2.55656636475743e-03,-5.67752453377208e+00
1.02510251025101e+05,-2.55843417014093e-03,-5.68018464200102e+00
1.02520252025201e+05,-2.56030497920742e-03,-5.68284689394041e+00
1.02530253025301e+05,-2.56217879895962e-03,-5.68551129320039e+00
1.02540254025401e+05,-2.56405563642175e-03,-5.68817784339958e+00
1.02550255025501e+05,-2.56593549863974e-03,-5.69084654816516e+00
1.02560256025601e+05,-2.56781839268118e-03,-5.69351741113286e+00
1.02570257025701e+05,-2.56970432563553e-03,-5.69619043594704e+00
1.02580258025801e+05,-2.57159330461409e-03,-5.69886562626062e+00
1.02590259025901e+05,-2.57348533675015e-03,-5.70154298573517e+00
1.02600260026001e+05,-2.57538042919908e-03,-5.70422251804101e+00
1.02610261026101e+05,-2.57727858913833e-03,-5.70690422685705e+00
1.02620262026201e+05,-2.57917982376764e-03,-5.70958811587100e+00
1.02630263026301e+05,-2.58108414030900e-03,-5.71227418877928e+00
1.02640264026401e+05,-2.58299154600682e-03,-5.71496244928712e+00
1.02650265026501e+05,-2.58490204812800e-03,-5.71765290110856e+00
1.02660266026601e+05,-2.58681565396196e-03,-5.72034554796645e+00
1.02670267026701e+05,-2.58873237082080e-03,-5.72304039359252e+00
1.02680268026801e+05,-2.59065220603934e-03,-5.72573744172736e+00
1.02690269026901e+05,-2.59257516697520e-03,-5.72843669612053e+00
1.02700270027001e+05,-2.59450126100896e-03,-5.73113816053051e+00
1.02710271027101e+05,-2.59643049554413e-03,-5.73384183872474e+00
1.02720272027201e+05,-2.59836287800735e-03,-5.73654773447969e+00
1.02730273027301e+05,-2.60029841584840e-03,-5.73925585158084e+00
1.02740274027401e+05,-2.60223711654031e-03,-5.74196619382272e+00
1.02750275027501e+05,-2.60417898757951e-03,-5.74467876500901e+00
1.02760276027601e+05,-2.60612403648578e-03,-5.74739356895243e+00
1.02770277027701e+05,-2.60807227080251e-03,-5.75011060947489e+00
1.02780278027801e+05,-2.61002369809664e-03,-5.75282989040746e+00
1.02790279027901e+05,-2.61197832595884e-03,-5.75555141559040e+00
1.02800280028001e+05,-2.61393616200358e-03,-5.75827518887324e+00
1.02810281028101e+05,-2.61589721386921e-03,-5.76100121411474e+00
1.02820282028201e+05,-2.61786148921806e-03,-5.76372949518295e+00
1.02830283028301e+05,-2.61982899573652e-03,-5.76646003595527e+00
1.02840284028401e+05,-2.62179974113517e-03,-5.76919284031841e+00
1.02850285028501e+05,-2.62377373314882e-03,-5.77192791216850e+00
1.02860286028601e+05,-2.62575097953663e-03,-5.77466525541104e+00
1.02870287028701e+05,-2.62773148808221e-03,-5.77740487396100e+00
1.02880288028801e+05,-2.62971526659371e-03,-5.78014677174278e+00
1.02890289028901e+05,-2.63170232290390e-03,-5.78289095269033e+00
1.02900290029001e+05,-2.63369266487029e-03,-5.78563742074710e+00
1.02910291029101e+05,-2.63568630037519e-03,-5.78838617986610e+00
1.02920292029201e+05,-2.63768323732586e-03,-5.79113723400994e+00
1.02930293029301e+05,-2.63968348365453e-03,-5.79389058715083e+00
1.02940294029401e+05,-2.64168704731859e-03,-5.79664624327066e+00
1.02950295029501e+05,-2.64369393630059e-03,-5.79940420636098e+00
1.02960296029601e+05,-2.64570415860842e-03,-5.80216448042307e+00
1.02970297029701e+05,-2.64771772227536e-03,-5.80492706946794e+00
1.02980298029801e+05,-2.64973463536016e-03,-5.80769197751637e+00
1.02990299029901e+05,-2.65175490594725e-03,-5.81045920859897e+00
1.03000300030001e+05,-2.65377854214667e-03,-5.81322876675617e+00
1.03010301030101e+05,-2.65580555209433e-03,-5.81600065603829e+00
1.03020302030201e+05,-2.65783594395198e-03,-5.81877488050549e+00
1.03030303030301e+05,-2.65986972590743e-03,-5.82155144422797e+00
1.03040304030401e+05,-2.66190690617455e-03,-5.82433035128579e+00
1.03050305030501e+05,-2.66394749299342e-03,-5.82711160576906e+00
1.03060306030601e+05,-2.66599149463044e-03,-5.82989521177792e+00
1.03070307030701e+05,-2.66803891937840e-03,-5.83268117342254e+00
1.03080308030801e+05,-2.67008977555663e-03,-5.83546949482323e+00
1.03090309030901e+05,-2.67214407151103e-03,-5.83826018011039e+00
1.03100310031001e+05,-2.67420181561427e-03,-5.84105323342458e+00
1.03110311031101e+05,-2.67626301626580e-03,-5.84384865891657e+00
1.03120312031201e+05,-2.67832768189201e-03,-5.84664646074733e+00
1.03130313031301e+05,-2.68039582094636e-03,-5.84944664308814e+00
1.03140314031401e+05,-2.68246744190940e-03,-5.85224921012050e+00
1.03150315031501e+05,-2.68454255328895e-03,-5.85505416603629e+00
1.03160316031601e+05,-2.68662116362018e-03,-5.85786151503772e+00
1.03170317031701e+05,-2.68870328146571e-03,-5.86067126133739e+00
1.03180318031801e+05,-2.69078891541576e-03,-5.86348340915833e+00
1.03190319031901e+05,-2.69287807408819e-03,-5.86629796273405e+00
1.03200320032001e+05,-2.69497076612868e-03,-5.86911492630852e+00
1.03210321032101e+05,-2.69706700021077e-03,-5.87193430413625e+00
1.03220322032201e+05,-2.69916678503604e-03,-5.87475610048233e+00
1.03230323032301e+05,-2.70127012933414e-03,-5.87758031962240e+00
1.03240324032401e+05,-2.70337704186301e-03,-5.88040696584278e+00
1.03250325032501e+05,-2.70548753140888e-03,-5.88323604344042e+00
1.03260326032602e+05,-2.70760160678644e-03,-5.88606755672298e+00
1.03270327032702e+05,-2.70971927683896e-03,-5.88890151000886e+00
1.03280328032802e+05,-2.71184055043836e-03,-5.89173790762723e+00
1.03290329032902e+05,-2.71396543648538e-03,-5.89457675391805e+00
1.03300330033002e+05,-2.71609394390963e-03,-5.89741805323213e+00
1.03310331033102e+05,-2.71822608166977e-03,-5.90026180993118e+00
1.03320332033202e+05,-2.72036185875357e-03,-5.90310802838776e+00
1.03330333033302e+05,-2.72250128417807e-03,-5.90595671298544e+00
1.03340334033402e+05,-2.72464436698965e-03,-5.90880786811873e+00
1.03350335033502e+05,-2.72679111626419e-03,-5.91166149819318e+00
1.03360336033602e+05,-2.72894154110717e-03,-5.91451760762538e+00
1.03370337033702e+05,-2.73109565065378e-03,-5.91737620084304e+00
1.03380338033802e+05,-2.73325345406906e-03,-5.92023728228497e+00
1.03390339033902e+05,-2.73541496054799e-03,-5.92310085640116e+00
1.03400340034002e+05,-2.73758017931562e-03,-5.92596692765279e+00
1.03410341034102e+05,-2.73974911962722e-03,-5.92883550051227e+00
1.03420342034202e+05,-2.74192179076835e-03,-5.93170657946331e+00
1.03430343034302e+05,-2.74409820205502e-03,-5.93458016900093e+00
1.03440344034402e+05,-2.74627836283379e-03,-5.93745627363147e+00
1.03450345034502e+05,-2.74846228248192e-03,-5.94033489787270e+00
1.03460346034602e+05,-2.75064997040745e-03,-5.94321604625378e+00
1.03470347034702e+05,-2.75284143604937e-03,-5.94609972331535e+00
1.03480348034802e+05,-2.75503668887770e-03,-5.94898593360955e+00
1.03490349034902e+05,-2.75723573839365e-03,-5.95187468170004e+00
1.03500350035002e+05,-2.75943859412973e-03,-5.95476597216209e+00
1.03510351035102e+05,-2.76164526564987e-03,-5.95765980958257e+00
1.03520352035202e+05,-2.76385576254958e-03,-5.96055619856000e+00
1.03530353035302e+05,-2.76607009445602e-03,-5.96345514370460e+00
1.03540354035402e+05,-2.76828827102816e-03,-5.96635664963829e+00
1.03550355035502e+05,-2.77051030195695e-03,-5.96926072099484e+00
1.03560356035602e+05,-2.77273619696535e-03,-5.97216736241975e+00
1.03570357035702e+05,-2.77496596580855e-03,-5.97507657857040e+00
1.03580358035802e+05,-2.77719961827407e-03,-5.97798837411607e+00
1.03590359035902e+05,-2.77943716418187e-03,-5.98090275373795e+00
1.03600360036002e+05,-2.78167861338449e-03,-5.98381972212921e+00
1.03610361036102e+05,-2.78392397576723e-03,-5.98673928399504e+00
1.03620362036202e+05,-2.78617326124820e-03,-5.98966144405265e+00
1.03630363036302e+05,-2.78842647977851e-03,-5.99258620703134e+00
1.03640364036402e+05,-2.79068364134242e-03,-5.99551357767258e+00
1.03650365036502e+05,-2.79294475595740e-03,-5.99844356072999e+00
1.03660366036602e+05,-2.79520983367434e-03,-6.00137616096937e+00
1.03670367036702e+05,-2.79747888457765e-03,-6.00431138316883e+00
1.03680368036802e+05,-2.79975191878539e-03,-6.00724923211872e+00
1.03690369036902e+05,-2.80202894644944e-03,-6.01018971262176e+00
1.03700370037002e+05,-2.80430997775560e-03,-6.01313282949303e+00
1.03710371037102e+05,-2.80659502292376e-03,-6.01607858756004e+00
1.03720372037202e+05,-2.80888409220803e-03,-6.01902699166276e+00
1.03730373037302e+05,-2.81117719589683e-03,-6.02197804665363e+00
1.03740374037402e+05,-2.81347434431315e-03,-6.02493175739768e+00
1.03750375037502e+05,-2.81577554781456e-03,-6.02788812877251e+00
1.03760376037602e+05,-2.81808081679342e-03,-6.03084716566833e+00
1.03770377037702e+05,-2.82039016167704e-03,-6.03380887298807e+00
1.03780378037802e+05,-2.82270359292775e-03,-6.03677325564731e+00
1.03790379037902e+05,-2.82502112104312e-03,-6.03974031857443e+00
1.03800380038002e+05,-2.82734275655608e-03,-6.04271006671063e+00
1.03810381038102e+05,-2.82966851003502e-03,-6.04568250500990e+00
1.03820382038202e+05,-2.83199839208402e-03,-6.04865763843915e+00
1.03830383038302e+05,-2.83433241334291e-03,-6.05163547197823e+00
1.03840384038402e+05,-2.83667058448750e-03,-6.05461601061995e+00
1.03850385038502e+05,-2.83901291622965e-03,-6.05759925937015e+00
1.03860386038602e+05,-2.84135941931748e-03,-6.06058522324773e+00
1.03870387038702e+05,-2.84371010453547e-03,-6.06357390728468e+00
1.03880388038802e+05,-2.84606498270468e-03,-6.06656531652620e+00
1.03890389038902e+05,-2.84842406468282e-03,-6.06955945603064e+00
1.03900390039002e+05,-2.85078736136444e-03,-6.07255633086959e+00
1.03910391039102e+05,-2.85315488368111e-03,-6.07555594612797e+00
1.03920392039202e+05,-2.85552664260150e-03,-6.07855830690400e+00
1.03930393039302e+05,-2.85790264913161e-03,-6.08156341830928e+00
1.03940394039402e+05,-2.86028291431490e-03,-6.08457128546888e+00
1.03950395039502e+05,-2.86266744923242e-03,-6.08758191352128e+00
1.03960396039602e+05,-2.86505626500299e-03,-6.09059530761853e+00
1.03970397039702e+05,-2.86744937278334e-03,-6.09361147292621e+00
1.03980398039802e+05,-2.86984678376832e-03,-6.09663041462353e+00
