f,z10r,z10i
1.01090109010901e+05,-6.19555262463764e-03,-1.32632327528645e+01
1.01100110011001e+05,-6.21132672285166e-03,-1.32697165417783e+01
1.01110111011101e+05,-6.22724899844899e-03,-1.32762197347762e+01
1.01120112011201e+05,-6.24332170153144e-03,-1.32827425176518e+01
1.01130113011301e+05,-6.25954712812396e-03,-1.32892850790375e+01
1.01140114011401e+05,-6.27592762134426e-03,-1.32958476104618e+01
1.01150115011501e+05,-6.29246557260760e-03,-1.33024303064095e+01
1.01160116011601e+05,-6.30916342286839e-03,-1.33090333643825e+01
1.01170117011701e+05,-6.32602366390017e-03,-1.33156569849629e+01
1.01180118011801e+05,-6.34304883961472e-03,-1.33223013718772e+01
1.01190119011901e+05,-6.36024154742204e-03,-1.33289667320623e+01
1.01200120012001e+05,-6.37760443963306e-03,-1.33356532757334e+01
1.01210121012101e+05,-6.39514022490566e-03,-1.33423612164535e+01
1.01220122012201e+05,-6.41285166973648e-03,-1.33490907712050e+01
1.01230123012301e+05,-6.43074159999965e-03,-1.33558421604626e+01
1.01240124012401e+05,-6.44881290253458e-03,-1.33626156082691e+01
1.01250125012501e+05,-6.46706852678388e-03,-1.33694113423120e+01
1.01260126012601e+05,-6.48551148648432e-03,-1.33762295940038e+01
1.01270127012701e+05,-6.50414486141186e-03,-1.33830705985624e+01
1.01280128012801e+05,-6.52297179918336e-03,-1.33899345950959e+01
1.01290129012901e+05,-6.54199551711645e-03,-1.33968218266877e+01
1.01300130013001e+05,-6.56121930415076e-03,-1.34037325404857e+01
1.01310131013101e+05,-6.58064652283182e-03,-1.34106669877925e+01
1.01320132013201e+05,-6.60028061136042e-03,-1.34176254241592e+01
1.01330133013301e+05,-6.62012508571031e-03,-1.34246081094812e+01
1.01340134013401e+05,-6.64018354181608e-03,-1.34316153080967e+01
1.01350135013501e+05,-6.66045965783457e-03,-1.34386472888885e+01
1.01360136013601e+05,-6.68095719648233e-03,-1.34457043253880e+01
1.01370137013701e+05,-6.70168000745245e-03,-1.34527866958828e+01
1.01380138013801e+05,-6.72263202991305e-03,-1.34598946835268e+01
1.01390139013901e+05,-6.74381729509207e-03,-1.34670285764541e+01
1.01400140014001e+05,-6.76523992895004e-03,-1.34741886678954e+01
1.01410141014101e+05,-6.78690415494590e-03,-1.34813752562988e+01
1.01420142014201e+05,-6.80881429689846e-03,-1.34885886454531e+01
1.01430143014301e+05,-6.83097478194816e-03,-1.34958291446156e+01
1.01440144014401e+05,-6.85339014362223e-03,-1.35030970686429e+01
1.01450145014501e+05,-6.87606502500888e-03,-1.35103927381266e+01
1.01460146014601e+05,-6.89900418204342e-03,-1.35177164795318e+01
1.01470147014701e+05,-6.92221248691190e-03,-1.35250686253409e+01
1.01480148014801e+05,-6.94569493157670e-03,-1.35324495142011e+01
1.01490149014901e+05,-6.96945663142957e-03,-1.35398594910767e+01
1.01500150015001e+05,-6.99350282907661e-03,-1.35472989074056e+01
1.01510151015101e+05,-7.01783889826180e-03,-1.35547681212614e+01
1.01520152015201e+05,-7.04247034793405e-03,-1.35622674975199e+01
1.01530153015301e+05,-7.06740282646398e-03,-1.35697974080307e+01
1.01540154015401e+05,-7.09264212601772e-03,-1.35773582317948e+01
1.01550155015501e+05,-7.11819418709272e-03,-1.35849503551471e+01
1.01560156015601e+05,-7.14406510322448e-03,-1.35925741719454e+01
1.01570157015701e+05,-7.17026112587011e-03,-1.36002300837644e+01
1.01580158015801e+05,-7.19678866947751e-03,-1.36079185000972e+01
1.01590159015901e+05,-7.22365431674732e-03,-1.36156398385619e+01
1.01600160016001e+05,-7.25086482409690e-03,-1.36233945251163e+01
1.01610161016101e+05,-7.27842712733507e-03,-1.36311829942784e+01
1.01620162016201e+05,-7.30634834755664e-03,-1.36390056893548e+01
1.01630163016301e+05,-7.33463579726752e-03,-1.36468630626766e+01
1.01640164016401e+05,-7.36329698674940e-03,-1.36547555758428e+01
1.01650165016501e+05,-7.39233963067628e-03,-1.36626836999719e+01
1.01660166016601e+05,-7.42177165499349e-03,-1.36706479159625e+01
1.01670167016701e+05,-7.45160120407137e-03,-1.36786487147617e+01
1.01680168016801e+05,-7.48183664814664e-03,-1.36866865976438e+01
1.01690169016901e+05,-7.51248659106403e-03,-1.36947620764973e+01
1.01700170017001e+05,-7.54355987833374e-03,-1.37028756741228e+01
1.01710171017101e+05,-7.57506560551733e-03,-1.37110279245405e+01
1.01720172017201e+05,-7.60701312695982e-03,-1.37192193733091e+01
1.01730173017301e+05,-7.63941206488274e-03,-1.37274505778551e+01
1.01740174017401e+05,-7.67227231885645e-03,-1.37357221078143e+01
1.01750175017501e+05,-7.70560407566961e-03,-1.37440345453851e+01
1.01760176017601e+05,-7.73941781961483e-03,-1.37523884856948e+01
1.01770177017701e+05,-7.77372434321160e-03,-1.37607845371783e+01
1.01780178017801e+05,-7.80853475838625e-03,-1.37692233219716e+01
1.01790179017901e+05,-7.84386050813426e-03,-1.37777054763185e+01
1.01800180018001e+05,-7.87971337868536e-03,-1.37862316509933e+01
1.01810181018101e+05,-7.91610551219974e-03,-1.37948025117378e+01
1.01820182018201e+05,-7.95304942002051e-03,-1.38034187397159e+01
1.01830183018301e+05,-7.99055799651026e-03,-1.38120810319844e+01
1.01840184018401e+05,-8.02864453350265e-03,-1.38207901019814e+01
1.01850185018501e+05,-8.06732273539959e-03,-1.38295466800336e+01
1.01860186018601e+05,-8.10660673494785e-03,-1.38383515138829e+01
1.01870187018701e+05,-8.14651110972993e-03,-1.38472053692330e+01
1.01880188018801e+05,-8.18705089940765e-03,-1.38561090303174e+01
1.01890189018901e+05,-8.22824162375634e-03,-1.38650633004888e+01
1.01900190019001e+05,-8.27009930153281e-03,-1.38740690028331e+01
1.01910191019101e+05,-8.31264047022172e-03,-1.38831269808057e+01
1.01920192019201e+05,-8.35588220670672e-03,-1.38922380988946e+01
1.01930193019301e+05,-8.39984214891614e-03,-1.39014032433093e+01
1.01940194019401e+05,-8.44453851849829e-03,-1.39106233226976e+01
1.01950195019501e+05,-8.48999014458066e-03,-1.39198992688916e+01
1.01960196019601e+05,-8.53621648867331e-03,-1.39292320376839e+01
1.01970197019701e+05,-8.58323767078139e-03,-1.39386226096363e+01
1.01980198019801e+05,-8.63107449679288e-03,-1.39480719909214e+01
1.01990199019901e+05,-8.67974848721439e-03,-1.39575812141995e+01
1.02000200020001e+05,-8.72928190733170e-03,-1.39671513395328e+01
1.02010201020101e+05,-8.77969779887608e-03,-1.39767834553379e+01
1.02020202020201e+05,-8.83102001328300e-03,-1.39864786793792e+01
1.02030203020301e+05,-8.88327324663669e-03,-1.39962381598047e+01
1.02040204020401e+05,-8.93648307639840e-03,-1.40060630762274e+01
1.02050205020501e+05,-8.99067600002335e-03,-1.40159546408528e+01
1.02060206020601e+05,-9.04587947557852e-03,-1.40259140996572e+01
1.02070207020701e+05,-9.10212196448247e-03,-1.40359427336174e+01
1.02080208020801e+05,-9.15943297649225e-03,-1.40460418599957e+01
1.02090209020901e+05,-9.21784311707669e-03,-1.40562128336829e+01
1.02100210021001e+05,-9.27738413731993e-03,-1.40664570486018e+01
1.02110211021101e+05,-9.33808898651273e-03,-1.40767759391750e+01
1.02120212021201e+05,-9.39999186759800e-03,-1.40871709818610e+01
1.02130213021301e+05,-9.46312829564977e-03,-1.40976436967608e+01
1.02140214021401e+05,-9.52753515957616e-03,-1.41081956493002e+01
1.02150215021501e+05,-9.59325078725283e-03,-1.41188284519919e+01
1.02160216021601e+05,-9.66031501430633e-03,-1.41295437662807e+01
1.02170217021701e+05,-9.72876925678386e-03,-1.41403433044779e+01
1.02180218021801e+05,-9.79865658796158e-03,-1.41512288317891e+01
1.02190219021901e+05,-9.87002181956705e-03,-1.41622021684414e+01
1.02200220022001e+05,-9.94291158770334e-03,-1.41732651919145e+01
1.02210221022101e+05,-1.00173744437944e-02,-1.41844198392835e+01
1.02220222022201e+05,-1.00934609508868e-02,-1.41956681096784e+01
1.02230223022301e+05,-1.01712237856734e-02,-1.42070120668679e+01
1.02240224022401e+05,-1.02507178466313e-02,-1.42184538419754e+01
1.02250225022501e+05,-1.03320003686978e-02,-1.42299956363337e+01
1.02260226022601e+05,-1.04151310449398e-02,-1.42416397244883e+01
1.02270227022701e+05,-1.05001721557091e-02,-1.42533884573582e+01
1.02280228022801e+05,-1.05871887058159e-02,-1.42652442655625e+01
1.02290229022901e+05,-1.06762485702958e-02,-1.42772096629249e+01
1.02300230023001e+05,-1.07674226493906e-02,-1.42892872501671e+01
1.02310231023101e+05,-1.08607850334169e-02,-1.43014797188012e+01
1.02320232023201e+05,-1.09564131782498e-02,-1.43137898552367e+01
1.02330233023301e+05,-1.10543880922116e-02,-1.43262205451133e+01
1.02340234023401e+05,-1.11547945352223e-02,-1.43387747778768e+01
1.02350235023501e+05,-1.12577212311396e-02,-1.43514556516115e+01
1.02360236023601e+05,-1.13632610942980e-02,-1.43642663781481e+01
1.02370237023701e+05,-1.14715114713462e-02,-1.43772102884655e+01
1.02380238023801e+05,-1.15825743995700e-02,-1.43902908384045e+01
1.02390239023901e+05,-1.16965568830079e-02,-1.44035116147181e+01
1.02400240024001e+05,-1.18135711877659e-02,-1.44168763414777e+01
1.02410241024101e+05,-1.19337351580819e-02,-1.44303888868643e+01
1.02420242024201e+05,-1.20571725548187e-02,-1.44440532703676e+01
1.02430243024301e+05,-1.21840134182283e-02,-1.44578736704265e+01
1.02440244024401e+05,-1.23143944569976e-02,-1.44718544325386e+01
1.02450245024501e+05,-1.24484594657745e-02,-1.44860000778757e+01
1.02460246024601e+05,-1.25863597735874e-02,-1.45003153124421e+01
1.02470247024701e+05,-1.27282547257983e-02,-1.45148050368147e+01
1.02480248024801e+05,-1.28743122024881e-02,-1.45294743565099e+01
1.02490249024901e+05,-1.30247091764587e-02,-1.45443285930250e+01
1.02500250025001e+05,-1.31796323143556e-02,-1.45593732956050e+01
1.02510251025101e+05,-1.33392786247580e-02,-1.45746142537919e+01
1.02520252025201e+05,-1.35038561574854e-02,-1.45900575108181e+01
1.02530253025301e+05,-1.36735847587997e-02,-1.46057093779098e+01
1.02540254025401e+05,-1.38486968876720e-02,-1.46215764495754e+01
1.02550255025501e+05,-1.40294384988236e-02,-1.46376656199573e+01
1.02560256025601e+05,-1.42160699988637e-02,-1.46539841003355e+01
1.02570257025701e+05,-1.44088672825258e-02,-1.46705394378787e+01
1.02580258025801e+05,-1.46081228567604e-02,-1.46873395357483e+01
1.02590259025901e+05,-1.48141470613182e-02,-1.47043926746697e+01
1.02600260026001e+05,-1.50272693953993e-02,-1.47217075360987e+01
1.02610261026101e+05,-1.52478399610421e-02,-1.47392932271224e+01
1.02620262026201e+05,-1.54762310351513e-02,-1.47571593072471e+01
1.02630263026301e+05,-1.57128387834330e-02,-1.47753158172437e+01
1.02640264026401e+05,-1.59580851310775e-02,-1.47937733102364e+01
1.02650265026501e+05,-1.62124198067950e-02,-1.48125428852422e+01
1.02660266026601e+05,-1.64763225788141e-02,-1.48316362233891e+01
1.02670267026701e+05,-1.67503057037320e-02,-1.48510656270658e+01
1.02680268026801e+05,-1.70349166116995e-02,-1.48708440622852e+01
1.02690269026901e+05,-1.73307408543801e-02,-1.48909852045726e+01
1.02700270027001e+05,-1.76384053454884e-02,-1.49115034887259e+01
1.02710271027101e+05,-1.79585819275841e-02,-1.49324141628359e+01
1.02720272027201e+05,-1.82919913032209e-02,-1.49537333469972e+01
1.02730273027301e+05,-1.86394073736071e-02,-1.49754780971925e+01
1.02740274027401e+05,-1.90016620338161e-02,-1.49976664748918e+01
1.02750275027501e+05,-1.93796504802735e-02,-1.50203176229692e+01
1.02760276027601e+05,-1.97743370940524e-02,-1.50434518486205e+01
1.02770277027701e+05,-2.01867619725188e-02,-1.50670907140441e+01
1.02780278027801e+05,-2.06180481922660e-02,-1.50912571357485e+01
1.02790279027901e+05,-2.10694098984694e-02,-1.51159754934586e+01
1.02800280028001e+05,-2.15421613299093e-02,-1.51412717497229e+01
1.02810281028101e+05,-2.20377269054171e-02,-1.51671735814669e+01
1.02820282028201e+05,-2.25576525168854e-02,-1.51937105249103e+01
1.02830283028301e+05,-2.31036181966418e-02,-1.52209141354585e+01
1.02840284028401e+05,-2.36774523537565e-02,-1.52488181644068e+01
1.02850285028501e+05,-2.42811478053492e-02,-1.52774587545547e+01
1.02860286028601e+05,-2.49168798663173e-02,-1.53068746571371e+01
1.02870287028701e+05,-2.55870268051834e-02,-1.53371074728308e+01
1.02880288028801e+05,-2.62941930264937e-02,-1.53682019200133e+01
1.02890289028901e+05,-2.70412354031602e-02,-1.54002061339389e+01
1.02900290029001e+05,-2.78312932575763e-02,-1.54331720010694e+01
1.02910291029101e+05,-2.86678225809471e-02,-1.54671555334750e+01
1.02920292029201e+05,-2.95546351896784e-02,-1.55022172890244e+01
1.02930293029301e+05,-3.04959436499258e-02,-1.55384228440287e+01
1.02940294029401e+05,-3.14964129622549e-02,-1.55758433261448e+01
1.02950295029501e+05,-3.25612201943871e-02,-1.56145560166903e+01
1.02960296029601e+05,-3.36961234901764e-02,-1.56546450331529e+01
1.02970297029701e+05,-3.49075421782398e-02,-1.56962021046305e+01
1.02980298029801e+05,-3.62026500683075e-02,-1.57393274553038e+01
1.02990299029901e+05,-3.75894844759532e-02,-1.57841308139143e+01
1.03000300030001e+05,-3.90770740804069e-02,-1.58307325707171e+01
1.03010301030101e+05,-4.06755894270127e-02,-1.58792651076666e+01
1.03020302030201e+05,-4.23965207760410e-02,-1.59298743328568e+01
1.03030303030301e+05,-4.42528891269676e-02,-1.59827214567583e+01
1.03040304030401e+05,-4.62594976829102e-02,-1.60379850558817e+01
1.03050305030501e+05,-4.84332328599443e-02,-1.60958634796137e+01
1.03060306030601e+05,-5.07934263178468e-02,-1.61565776686645e+01
1.03070307030701e+05,-5.33622925684119e-02,-1.62203744696226e+01
1.03080308030801e+05,-5.61654607424645e-02,-1.62875305505149e+01
1.03090309030901e+05,-5.92326243976332e-02,-1.63583570483954e+01
1.03100310031001e+05,-6.25983402843637e-02,-1.64332051136563e+01
1.03110311031101e+05,-6.63030164034628e-02,-1.65124725594773e+01
1.03120312031201e+05,-7.03941424001644e-02,-1.65966118820411e+01
1.03130313031301e+05,-7.49278326636550e-02,-1.66861399926486e+01
1.03140314031401e+05,-7.99707763444772e-02,-1.67816501033671e+01
1.03150315031501e+05,-8.56027216701449e-02,-1.68838263429119e+01
1.03160316031601e+05,-9.19196686027863e-02,-1.69934618627766e+01
1.03170317031701e+05,-9.90380103359352e-02,-1.71114814451495e+01
1.03180318031801e+05,-1.07099960004558e-01,-1.72389699732115e+01
1.03190319031901e+05,-1.16280739270521e-01,-1.73772086149107e+01
1.03200320032001e+05,-1.26798213853845e-01,-1.75277212697846e+01
1.03210321032101e+05,-1.38925975823147e-01,-1.76923348375267e+01
1.03220322032201e+05,-1.53011356369240e-01,-1.78732583479299e+01
1.03230323032301e+05,-1.69500611462761e-01,-1.80731882025663e+01
1.03240324032401e+05,-1.88974737987809e-01,-1.82954501407463e+01
1.03250325032501e+05,-2.12201370764333e-01,-1.85441937611900e+01
1.03260326032602e+05,-2.40211565325904e-01,-1.88246637162669e+01
1.03270327032702e+05,-2.74416084066594e-01,-1.91435851809927e+01
1.03280328032802e+05,-3.16786208825936e-01,-1.95097237644509e+01
1.03290329032902e+05,-3.70143425536008e-01,-1.99347189786908e+01
1.03300330033002e+05,-4.38639735381779e-01,-2.04343599857575e+01
1.03310331033102e+05,-5.28586320179515e-01,-2.10306017408526e+01
1.03320332033202e+05,-6.49951387145693e-01,-2.17548712305949e+01
1.03330333033302e+05,-8.19221733369155e-01,-2.26537283516572e+01
1.03340334033402e+05,-1.06524808150349e+00,-2.37990631422677e+01
1.03350335033502e+05,-1.44221296339133e+00,-2.53076015552614e+01
1.03360336033602e+05,-2.06156484573446e+00,-2.73809478103504e+01
1.03370337033702e+05,-3.18211139291178e+00,-3.03945616251347e+01
1.03380338033802e+05,-5.51533141883728e+00,-3.51090757448289e+01
1.03390339033902e+05,-1.15565788727942e+01,-4.31115580325825e+01
1.03400340034002e+05,-3.31926786464169e+01,-5.48225865662768e+01
1.03410341034102e+05,-8.17213126342832e+01,-1.09337304497072e+01
1.03420342034202e+05,-3.03856472442714e+01,2.49071810373839e+01
1.03430343034302e+05,-1.08563802418924e+01,1.31001791027591e+01
1.03440344034402e+05,-5.27103655082816e+00,5.40939276002036e+00
1.03450345034502e+05,-3.07212812366343e+00,8.56553009980507e-01
1.03460346034602e+05,-2.00329508429414e+00,-2.07117779496199e+00
1.03470347034702e+05,-1.40780396947739e+00,-4.09496725055145e+00
1.03480348034802e+05,-1.04334151669076e+00,-5.57286342610806e+00
1.03490349034902e+05,-8.04512535310157e-01,-6.69825029574192e+00
1.03500350035002e+05,-6.39698713761280e-01,-7.58364193513865e+00
1.03510351035102e+05,-5.21259643497964e-01,-8.29860980051377e+00
1.03520352035202e+05,-4.33330022196864e-01,-8.88835859377307e+00
1.03530353035302e+05,-3.66283047899230e-01,-9.38348268540493e+00
1.03540354035402e+05,-3.14005727473435e-01,-9.80540364770974e+00
1.03550355035502e+05,-2.72466529321241e-01,-1.01695566586795e+01
1.03560356035602e+05,-2.38920105949819e-01,-1.04873391107106e+01
1.03570357035702e+05,-2.11444932904145e-01,-1.07673466514909e+01
1.03580358035802e+05,-1.88663722941960e-01,-1.10161824344760e+01
1.03590359035902e+05,-1.69568522453581e-01,-1.12390017763847e+01
1.03600360036002e+05,-1.53408003211553e-01,-1.14398877429839e+01
1.03610361036102e+05,-1.39612912311265e-01,-1.16221157773181e+01
1.03620362036202e+05,-1.27745606209790e-01,-1.17883437605623e+01
1.03630363036302e+05,-1.17465174022469e-01,-1.19407508859830e+01
1.03640364036402e+05,-1.08502881958647e-01,-1.20811407183070e+01
1.03650365036502e+05,-1.00644591456317e-01,-1.22110187579694e+01
1.03660366036602e+05,-9.37179768313459e-02,-1.23316515695119e+01
1.03670367036702e+05,-8.75831019156891e-02,-1.24441123867535e+01
1.03680368036802e+05,-8.21253837897896e-02,-1.25493166674878e+01
1.03690369036902e+05,-7.72502769195819e-02,-1.26480500881892e+01
1.03700370037002e+05,-7.28792133471006e-02,-1.27409907885751e+01
1.03710371037102e+05,-6.89464709362777e-02,-1.28287271974355e+01
1.03720372037202e+05,-6.53967349595339e-02,-1.29117724303458e+01
1.03730373037302e+05,-6.21831830276732e-02,-1.29905760041081e+01
1.03740374037402e+05,-5.92659688501054e-02,-1.30655334334910e+01
1.03750375037502e+05,-5.66110126687833e-02,-1.31369941436620e+01
1.03760376037602e+05,-5.41890294873328e-02,-1.32052680332724e+01
1.03770377037702e+05,-5.19747431415504e-02,-1.32706309491751e+01
1.03780378037802e+05,-4.99462466853726e-02,-1.33333292776389e+01
1.03790379037902e+05,-4.80844787768936e-02,-1.33935838140403e+01
1.03800380038002e+05,-4.63727926359359e-02,-1.34515930399474e+01
1.03810381038102e+05,-4.47965993358108e-02,-1.35075359108626e+01
1.03820382038202e+05,-4.33430711363759e-02,-1.35615742378319e+01
1.03830383038302e+05,-4.20008935841930e-02,-1.36138547303518e+01
1.03840384038402e+05,-4.07600574324530e-02,-1.36645107555143e+01
1.03850385038502e+05,-3.96116832384176e-02,-1.37136638583824e+01
1.03860386038602e+05,-3.85478729057991e-02,-1.37614250806218e+01
1.03870387038702e+05,-3.75615835464691e-02,-1.38078961079998e+01
1.03880388038802e+05,-3.66465199105307e-02,-1.38531702721739e+01
1.03890389038902e+05,-3.57970423284436e-02,-1.38973334279666e+01
1.03900390039002e+05,-3.50080876634879e-02,-1.39404647238797e+01
1.03910391039102e+05,-3.42751012179106e-02,-1.39826372807680e+01
1.03920392039202e+05,-3.35939778949029e-02,-1.40239187912591e+01
1.03930393039302e+05,-3.29610112091051e-02,-1.40643720505803e+01
1.03940394039402e+05,-3.23728489747535e-02,-1.41040554278462e+01
1.03950395039502e+05,-3.18264546936520e-02,-1.41430232855259e+01
1.03960396039602e+05,-3.13190738235168e-02,-1.41813263536900e+01
1.03970397039702e+05,-3.08482042376214e-02,-1.42190120646985e+01
1.03980398039802e+05,-3.04115702944459e-02,-1.42561248531979e+01
